disease_id,symptom_name
系统性红斑狼...,谵妄
痛风石,痛风结节
痛风石,尿酸结晶
慢性皮肤粘膜...,黏膜稍苍白
慢性皮肤粘膜...,卵巢功能障碍
复发性多软骨炎性,巩膜外层炎
复发性多软骨炎性,耳廓痛
吞噬功能缺陷病,肉芽肿
吞噬功能缺陷病,淋巴结肿大
抗体免疫缺陷病,免疫缺陷
抗体免疫缺陷病,反复感染
Austin...,步态异常
Austin...,烦躁不安
埃莱尔-当洛综合征,创伤
埃莱尔-当洛综合征,反应迟钝
Behcet病,充血
Behcet病,创伤
变应性皮肤结...,高热
变应性皮肤结...,静脉曲张
白塞综合征,腹痛
白塞综合征,红晕
白塞病,高热
白塞病,痤疮样皮疹
白塞病性巩膜炎,口腔黏膜溃疡
白塞病性巩膜炎,内出血
播散性嗜酸粒...,乏力
播散性嗜酸粒...,恶心
布氏杆菌性关节炎,关节面不规则硬化
布氏杆菌性关节炎,关节间隙不规则
白塞病伴发的...,幻觉
白塞病伴发的...,幻听
产后风湿,恶寒
产后风湿,头晕
成人斯蒂尔病,咽痛
成人斯蒂尔病,肝脾肿大
迟发性低丙球血症,粒细胞减少
迟发性低丙球血症,恶性贫血
CM1神经节...,心动过速
CM1神经节...,表情淡漠
成人类风湿性...,上睑下垂
成人类风湿性...,流泪
淀粉样变性周...,低血压
淀粉样变性周...,蛋白尿
多发性肌炎和...,脑衰弱综合征
多发性肌炎和...,智能障碍
弹性假黄瘤,上消化道出血
弹性假黄瘤,反复出血
多发性肌炎-皮肌炎,蛋白尿
多发性肌炎-皮肌炎,晨僵
多中心性网状...,类风湿关节炎
多中心性网状...,组织细胞增生
淀粉样变病,血尿
淀粉样变病,肾病综合征
多发性肌炎,三角肌疼痛
多发性肌炎,肌肉假肥大
多发性大动脉炎,颈动脉痛
多发性大动脉炎,剧烈疼痛
大骨节病,指(趾)和小腿
大骨节病,髋内翻
Ehler-...,皮肤过度伸展
Ehler-...,上消化道出血
二水焦磷酸钙...,钙化
二水焦磷酸钙...,利尿
Ⅱ型免疫母细...,肝脾肿大
Ⅱ型免疫母细...,发烧
复发性多软骨...,鞍鼻
复发性多软骨...,角膜炎
风湿骨病,关节酸痛
风湿骨病,发热伴关节肿痛
风湿性血管炎,乏力
风湿性血管炎,结节
风湿病,关节酸痛
风湿病,脂膜炎
复发性皮肤坏...,出血性丘疹
复发性皮肤坏...,皮肤坏死
费尔蒂综合征,斑疹
费尔蒂综合征,淋巴结肿大
风湿性边缘性红斑,发烧
风湿性边缘性红斑,盘状红斑
肥大细胞增多症,斑疹
肥大细胞增多症,腹泻
风湿性多肌痛,流行性肌痛
风湿性多肌痛,晨僵
风湿性舞蹈病,不自主运动
风湿性舞蹈病,共济失调
甘露糖苷贮积症,耳聋
甘露糖苷贮积症,反复感染
过敏性哮喘,支气管平滑肌痉挛
过敏性哮喘,干咳
高尿酸血症,多饮
高尿酸血症,疲劳
干燥综合征,干性皮肤
干燥综合征,反复感染
肝炎病毒相关风湿病,肝功能异常
肝炎病毒相关风湿病,无力
过敏性血管炎...,消瘦
过敏性血管炎...,食欲不振
过敏性肉芽肿...,充血
过敏性肉芽肿...,结节
红斑狼疮,乏力
红斑狼疮,盘状红斑
混合结缔组织病,丘疹
混合结缔组织病,盘状红斑
寒冷性脂膜炎,皮下结节
寒冷性脂膜炎,皮肤触痛
混合性结缔组织病,关节畸形
混合性结缔组织病,腹痛
回归热型结节...,呼吸困难
回归热型结节...,上腹部疼痛
Ⅰ型免疫母细...,不规则热
Ⅰ型免疫母细...,高热
巨细胞动脉炎,无脉症
巨细胞动脉炎,失眠
急性脂肪皮肤硬化症,皮肤硬化
急性脂肪皮肤硬化症,水肿
结节性液化性脂膜炎,乏力
结节性液化性脂膜炎,高热
巨细胞动脉炎...,咽痛
巨细胞动脉炎...,低热
结节性多动脉...,剧烈疼痛
结节性多动脉...,恶心
节段性透明性血管炎,瘀斑
节段性透明性血管炎,抽搐
家族性地中海热,肾病综合征
家族性地中海热,丹毒
系统性红斑狼疮,面部蝶形红斑
系统性红斑狼疮,皮疹
急性淋巴管炎,纵隔淋巴结增生
急性淋巴管炎,发烧
结节病,腮腺肿大
结节病,心动过速
结节性脂膜炎,黄疸
结节性脂膜炎,食欲减退
髋关节骨关节炎,肌肉萎缩
髋关节骨关节炎,大转子叩痛
抗磷脂抗体综合征,结节
抗磷脂抗体综合征,痴呆
科干综合征,眼痛
科干综合征,腹泻
类风湿关节炎,无力
类风湿关节炎,皮肤绷紧肥厚失去弹性
老年人类风湿...,骨质疏松
老年人类风湿...,晨僵
雷诺综合征,肢体局部的皮肤
雷诺综合征,皮肤苍白
雷诺病,皮肤苍白
雷诺病,皮肤青紫色改变
赖特综合征,三联征
赖特综合征,腹泻
狼疮肾炎,乏力
狼疮肾炎,消瘦
联合免疫缺陷病,反复感染
联合免疫缺陷病,疱疹
类风湿性关节...,慢性肾损害
类风湿性关节...,夜尿增多
狼疮样综合征,无力
狼疮样综合征,疲乏
赖特综合征性巩膜炎,角膜炎
赖特综合征性巩膜炎,角膜溃疡
慢性黏膜皮肤...,念珠菌感染
慢性黏膜皮肤...,鳞屑
慢性肉芽肿病,腹泻
慢性肉芽肿病,脑脓肿
内湿,食欲不振
内湿,浮肿
黏多糖贮积症,视力障碍
黏多糖贮积症,耳流脓
黏脂贮积症Ⅲ型,短颈
黏脂贮积症Ⅲ型,肩关节活动受限
黏脂贮积症Ⅱ型,鼻梁平塌
黏脂贮积症Ⅱ型,髋关节脱位
黏脂贮积症Ⅰ型,智力发育迟缓
黏脂贮积症Ⅰ型,短头畸形
黏多糖贮积症Ⅷ型,鼻梁低
黏多糖贮积症Ⅷ型,肝脾肿大
黏多糖贮积症Ⅶ型,反应迟钝
黏多糖贮积症Ⅶ型,反复上呼吸道感染
黏多糖贮积症Ⅵ型,短颈
黏多糖贮积症Ⅵ型,寰枢脱位
黏多糖贮积症Ⅴ型,耳聋
黏多糖贮积症Ⅴ型,感觉障碍
黏多糖贮积症Ⅳ型,肝脾肿大
黏多糖贮积症Ⅳ型,关节肿大
黏多糖贮积症Ⅲ型,抽风
黏多糖贮积症Ⅲ型,耳聋
黏多糖贮积症Ⅱ型,耳聋
黏多糖贮积症Ⅱ型,腹泻
皮肌炎与多发性肌炎,呼吸困难
皮肌炎与多发性肌炎,发绀
皮肤黏膜淋巴...,淋巴结充血
皮肤黏膜淋巴...,腹泻
皮肌炎,抗Jo-1抗体阳性
皮肌炎,瘙痒
盘状红斑狼疮,盘状红斑
盘状红斑狼疮,丘疹
Poncet综合征,不规则热
Poncet综合征,弛张热
皮肤白细胞破...,风团
皮肤白细胞破...,血疱
强直性脊柱炎,持续性腰痛伴有晨僵
强直性脊柱炎,椎管大小变化
羟磷灰石沉积病,筋膜疼痛
羟磷灰石沉积病,关节肿大
全身性红斑狼疮,血小板减少
全身性红斑狼疮,血象异常
强直性脊柱炎...,巩膜外层炎
强直性脊柱炎...,葡萄膜炎
Reiter综合征,早晨上下眼睑粘连
Reiter综合征,腹泻
热性嗜中性白...,咽痛
热性嗜中性白...,白细胞增多
人免疫缺陷病...,HIV感染
人免疫缺陷病...,淋巴结肿大
色素性紫癜性...,鳞屑
色素性紫癜性...,丘疹
嗜酸性筋膜炎,皮下深部筋膜进
嗜酸性筋膜炎,肌肉酸痛
Ⅳ型超敏反应性疾病,水泡
Ⅲ型超敏反应性疾病,关节肿痛
Ⅲ型超敏反应性疾病,淋巴结肿大
食物变应性和...,食物过敏
食物变应性和...,恶心
嗜酸性粒细胞...,呼吸困难
嗜酸性粒细胞...,呼吸衰竭
特发性关节痛综合征,晨僵
特发性关节痛综合征,下巴关节疼
痛风,尿酸盐在关节内
痛风,脚趾痛风
痛风性关节炎,尿酸盐在关节内
痛风性关节炎,瘙痒
天冬氨酰葡萄...,面颊明显内陷
天冬氨酰葡萄...,短颈
微病毒B19...,皮肤瘙痒
微病毒B19...,胎儿水肿
无肌病性皮肌炎,眼睑浮肿
无肌病性皮肌炎,红斑样皮疹
物理性变应性,皮肤瘙痒
物理性变应性,皮肤划线处的风
网状青斑和青...,出血性丘疹
网状青斑和青...,血疱
韦格内肉芽肿,胸痛
韦格内肉芽肿,鼻黏膜溃疡
未分化结缔组织病,肾损害
未分化结缔组织病,蛋白尿
血栓性静脉炎,皮肤温度升高
血栓性静脉炎,局部静脉硬索状
显微镜下多血管炎,斑丘疹
显微镜下多血管炎,胸痛
纤维化综合征,便秘
纤维化综合征,腹痛
纤维肌痛综合征,晨僵
纤维肌痛综合征,多梦
系统性血管炎,系统性血管炎
系统性血管炎,嗜酸性粒细胞增多
血管炎前期综合征,白细胞减少
血管炎前期综合征,弛张热
先天性全丙种...,细菌感染
先天性全丙种...,扁桃体小或缺如
原发性免疫缺陷病,免疫缺陷
原发性免疫缺陷病,正常免疫球蛋白减少
游走性结节性脂膜炎,肢体局部的皮肤
游走性结节性脂膜炎,结节
硬皮症伴发的...,焦虑
硬皮症伴发的...,幻觉
遗传性高尿酸血症,高尿酸血症
遗传性高尿酸血症,轻度精神发育迟滞
药物性狼疮,斑疹
药物性狼疮,高热
岩藻糖苷贮积症,儿童精神运动发育异常
岩藻糖苷贮积症,抽风
亚急性皮肤红斑狼疮,胸部丘疹
亚急性皮肤红斑狼疮,红斑鳞屑
硬肿症,皮肤受累
硬肿症,低热
硬皮病,皮肤呈实质性非
硬皮病,腹痛
Ⅰ型超敏反应性疾病,表皮角化
Ⅰ型超敏反应性疾病,瘙痒
严重联合免疫缺陷病,正常免疫球蛋白减少
严重联合免疫缺陷病,免疫缺陷
药物过敏,碘伏过敏
药物过敏,斑疹
重叠综合征,无力
重叠综合征,关节畸形
组织细胞吞噬...,结节
组织细胞吞噬...,肝脾肿大
室管膜肿瘤,步态不稳
室管膜肿瘤,低热
蛛网膜囊肿,颅内压增高
蛛网膜囊肿,脑积水
脑水肿,脑灰质异常
脑水肿,脑电波的改变
骶管囊肿,坐骨神经痛
骶管囊肿,下腰部疼痛
风湿免疫病,指（趾）麻木
风湿免疫病,关节肿痛
透明隔囊肿,深感觉障碍
透明隔囊肿,运动功能障碍
脑囊肿,颅内压增高
脑囊肿,透明隔腔增宽
颅脑损伤,昏迷
颅脑损伤,颈动脉搏动减弱或消失
髓母细胞瘤,共济失调
髓母细胞瘤,意识丧失
自发性蛛网膜...,出冷汗
自发性蛛网膜...,背痛
脑血栓形成,感觉过度
脑血栓形成,吞咽困难
脊髓血管畸形,运动功能障碍
脊髓血管畸形,颅外头痛
鞍结节脑膜瘤,性欲减退
鞍结节脑膜瘤,多尿
闭合性颅脑损伤,脑占位性病变
闭合性颅脑损伤,呕吐
迟发性外伤性...,脑室出血
迟发性外伤性...,意识障碍
垂体腺瘤,闭经
垂体腺瘤,不排卵
垂体瘤,闭经
垂体瘤,交感神经代偿性亢进
侧脑室肿瘤,昏迷
侧脑室肿瘤,脑积水
出血性脑卒中,昏迷
出血性脑卒中,意识障碍
第三脑室肿瘤,恶心
第三脑室肿瘤,听力减退
多发性脑膜瘤,恶心与呕吐
多发性脑膜瘤,下肢肿胀和乏力
第四脑室肿瘤,强迫性头位
第四脑室肿瘤,颅内压增高
大脑大静脉瘤,钙化
大脑大静脉瘤,脑实质深部出血
大脑凸面脑膜瘤,感觉障碍
大脑凸面脑膜瘤,颅内压增高
大脑镰旁脑膜瘤,颅内压增高
大脑镰旁脑膜瘤,排尿障碍
蝶骨嵴脑膜瘤,眼球突出
蝶骨嵴脑膜瘤,颅内压增高
蝶窦恶性肿瘤,颅神经麻痹
蝶窦恶性肿瘤,复视
多发性颅内血肿,颅骨连续性中断
多发性颅内血肿,挤压伤
顶叶肿瘤,偏盲
顶叶肿瘤,感觉障碍
短颈畸形,短颈
短颈畸形,头颈部活动受限
额叶肿瘤,痴呆
额叶肿瘤,腱反射亢进
额叶癫痫,额叶癫痫岛盖发作
额叶癫痫,额叶癫痫的“击
恶性脑膜瘤,头昏眼花
恶性脑膜瘤,头晕
副肿瘤性边缘...,痴呆
副肿瘤性边缘...,麻痹
副肿瘤性小脑变性,精神障碍
副肿瘤性小脑变性,构音障碍
非火器性颅脑开放伤,感觉障碍
非火器性颅脑开放伤,意识障碍
高位截瘫,便秘
高位截瘫,腰肌痉挛
高颅压性脑积水,记忆力障碍
高颅压性脑积水,恶心与呕吐
共济失调型脑瘫,共济失调
共济失调型脑瘫,小儿流口水
弓形体脑病,乏力
弓形体脑病,恶心
高血压性脑出血,脑细胞出现营养
高血压性脑出血,意识模糊
高血压脑出血,意识障碍
高血压脑出血,深感觉障碍
化脓性颅骨骨髓炎,白细胞增多
化脓性颅骨骨髓炎,高热
化脓性脑膜炎,高热寒战
化脓性脑膜炎,烦躁不安
火器性颅脑损伤,昏迷
火器性颅脑损伤,颅内压增高
脊柱脊髓损伤,腹痛
脊柱脊髓损伤,神经根损伤
脊膜瘤,放射性疼痛
脊膜瘤,感觉障碍
脊髓栓系综合征,尿失禁
脊髓栓系综合征,遗尿
胶质母细胞瘤,痴呆
胶质母细胞瘤,无力
脊髓火器伤,胁部肿胀
脊髓火器伤,排尿困难及尿潴留
脊髓神经鞘瘤,背痛
脊髓神经鞘瘤,感觉过敏
脊髓蛛网膜炎,尿失禁
脊髓蛛网膜炎,感觉障碍
脊膜膨出与脊...,无力
脊膜膨出与脊...,肌肉萎缩
脊髓刃器伤,麻痹
脊髓刃器伤,脊髓休克
肌张力不全型脑瘫,智能减退
肌张力不全型脑瘫,眼球垂直运动障碍
急性脑内血肿,感觉障碍
急性脑内血肿,意识障碍
开放性颅脑损伤,休克
开放性颅脑损伤,开放性损伤
老年性慢性硬...,记忆力障碍
老年性慢性硬...,意识障碍
颅内肿瘤伴发...,痴呆
颅内肿瘤伴发...,表情淡漠
颅骨骨膜窦,胀感
颅骨骨膜窦,颅骨骨折
颅骨骨瘤,晕动症
颅骨骨瘤,囊肿
颅内脂肪瘤,颅内压增高
颅内脂肪瘤,颅骨增生
颅内高压综合征,颅内高压
颅内高压综合征,头颅增大
颅中窝脑膜瘤,听力下降
颅中窝脑膜瘤,复视
颅脑先天畸形,颅面骨畸形
颅脑先天畸形,脑占位性病变
颅内肿瘤性出血,颅内出血
颅内肿瘤性出血,桥脑出血
颅裂,双眼眶距宽
颅裂,面部畸形
颅内生殖细胞瘤,颅骨增生
颅内生殖细胞瘤,颅内压增高
慢性硬脑膜下血肿,抽搐
慢性硬脑膜下血肿,痴呆
帽状腱膜下脓肿,淋巴结肿大
帽状腱膜下脓肿,眼睑浮肿
面神经损伤,面肌及颈肌紧张
面神经损伤,面部肌肉痉挛
慢性硬脑膜外血肿,恶心与呕吐
慢性硬脑膜外血肿,嗜睡
脉络丛乳头状瘤,水肿
脉络丛乳头状瘤,嗜睡
面肌抽搐,进食流泪
面肌抽搐,耳鸣
脑外伤后综合征,颅压增高
脑外伤后综合征,疲劳
脑干损伤,血压下降
脑干损伤,脑干损害体征
脑干肿瘤,发音障碍
脑干肿瘤,锥体束病损
脑缺血性疾病,耳鸣
脑缺血性疾病,逆行性遗忘
脑膜肉瘤,感觉障碍
脑膜肉瘤,颅内压增高
脑静脉畸形,慢性头痛
脑静脉畸形,昏迷
脑膨出,反复感染
脑膨出,抽搐
脑蛛网膜炎,脑积水
脑蛛网膜炎,颅内压增高
脑真菌性肉芽肿,颅内压增高
脑真菌性肉芽肿,低热
皮肤脑膜瘤,结节
皮肤脑膜瘤,钙化
丘脑下部损伤,昏睡
丘脑下部损伤,低血压
迁延性昏迷,觉醒状态丧失
迁延性昏迷,镇静
迁延性昏迷,麻醉剂所致昏迷
神经源性肿瘤,继发性视神经萎缩
神经源性肿瘤,神经根损伤
松果体细胞瘤,两眼下视不能
松果体细胞瘤,松果体区占位病变
上皮样囊肿,脑脊液鼻漏
上皮样囊肿,皮下囊肿
神经胶质瘤,视神经萎缩
神经胶质瘤,注意力不集中
少枝胶质细胞...,感觉障碍
少枝胶质细胞...,精神障碍
矢状窦旁脑膜瘤,感觉障碍
矢状窦旁脑膜瘤,精神障碍
手足徐动性脑瘫,舞蹈样手足徐动
手足徐动性脑瘫,肌张力减低
头皮撕脱伤,头皮撕脱伤
头皮撕脱伤,头皮撕裂伤
头皮血肿,皮下血肿
头皮血肿,软组织肿胀
头皮损伤,创伤
头皮损伤,头皮撕脱伤
外伤后颅内积气,耳漏
外伤后颅内积气,出汗异常
外伤性颈内动...,失眠
外伤性颈内动...,视力障碍
外伤性硬膜下积液,恶心与呕吐
外伤性硬膜下积液,昏迷
外伤性脑脓肿,脑疝危象
外伤性脑脓肿,脑实质出血
外伤性脑膜炎,脑实质的浸润
外伤性脑膜炎,脑炎样改变
外伤性脑脊液漏,嗅觉丧失
外伤性脑脊液漏,熊猫眼
外伤性低颅内...,恶心
外伤性低颅内...,意识障碍
外伤性硬脑膜下积液,头痛并呕吐
外伤性硬脑膜下积液,颅内压增高
外伤后头痛,头痛
外伤后头痛,失眠
外伤后低颅压综合征,恶心
外伤后低颅压综合征,眩晕
外伤后脑膨出,颅内高压
外伤后脑膨出,颅内出血
外伤后脑脂肪栓塞,呼吸困难
外伤后脑脂肪栓塞,高热
小脑扁桃体下疝畸形,共济失调
小脑扁桃体下疝畸形,恶心
下肢神经损伤,下肢负重障碍
下肢神经损伤,下肢拖曳步态
小脑幕脑膜瘤,小脑体征
小脑幕脑膜瘤,水肿
小脑扁桃体疝,颅内高压
小脑扁桃体疝,蛛网膜粘连
先天性肿瘤,神经痛
先天性肿瘤,头晕
小脑扁桃体下疝,醉汉步态
小脑扁桃体下疝,共济失调
小脑脑桥角脑膜瘤,剧痛
小脑脑桥角脑膜瘤,眩晕
嗅沟脑膜瘤,颅内压增高
嗅沟脑膜瘤,嗅觉障碍
硬脊膜外脓肿,乏力
硬脊膜外脓肿,背痛
硬脑膜下脓肿,颅内压增高
硬脑膜下脓肿,脑膜刺激症状
隐性脊柱裂,脊髓内胶质增生
隐性脊柱裂,骶骨处持续性疼痛
硬脑膜外脓肿,周身不适
硬脑膜外脓肿,寒战
硬脑膜动静脉畸形,颅内出血
硬脑膜动静脉畸形,耳鸣
岩骨斜坡脑膜瘤,共济失调
岩骨斜坡脑膜瘤,颅内压增高
亚急性硬膜外血肿,恶心与呕吐
亚急性硬膜外血肿,头晕
硬脑膜外和硬...,迁移性脓肿
硬脑膜外和硬...,高热
硬脑膜下血肿,恶心
硬脑膜下血肿,意识障碍
硬脊膜下脓肿,腰背痛
硬脊膜下脓肿,迁移性脓肿
原发性脑干损伤,生命体征改变
原发性脑干损伤,腱反射消失
中枢神经细胞瘤,强握反射
中枢神经细胞瘤,反应迟钝
椎管内结核瘤,血沉增快
椎管内结核瘤,背痛
蛛网膜下腔出血,烦躁不安
蛛网膜下腔出血,反应迟钝
枕骨大孔脑膜瘤,肌肉萎缩
枕骨大孔脑膜瘤,乏力
正常颅压脑积水,记忆力障碍
正常颅压脑积水,步态不稳
自发性脑室内出血,感觉障碍
自发性脑室内出血,共济失调
乳腺结节,经期前乳房痛
乳腺结节,乳房疼痛
浸润性乳腺癌,乳房肿块
浸润性乳腺癌,乳房疼痛
化脓性乳腺炎,乳房胀痛
化脓性乳腺炎,乳头皲裂
小叶增生,经期前乳房痛
小叶增生,乳房肿块
脉管炎,皮肤湿冷
脉管炎,指（趾）麻木
乳腺囊肿,持续性胸部疼痛
乳腺囊肿,经期前乳房痛
?N动脉陷迫综合征,足背动脉搏动消失
?N动脉陷迫综合征,小腿肿胀疼痛
血管炎,肾损害
血管炎,气急
巨乳症,乳房肥大
巨乳症,乳房巨大
外生殖器畸形,睾丸发育不全
外生殖器畸形,阴道闭锁
动静脉血管瘤,蓝色橡皮大疱痣
动静脉血管瘤,血管壁及周围有
毛细血管瘤,鲜红斑痣
毛细血管瘤,蜘蛛痣
艾滋病人的急...,恶心
艾滋病人的急...,腹痛
闭塞性血栓性脉管炎,四肢麻木
闭塞性血栓性脉管炎,肢体局部的皮肤
鼻窦创伤,鼻出血
鼻窦创伤,鼻窦压痛
包涵体肌炎,肩带肌
包涵体肌炎,上肢和
包涵体肌炎,肩关节活动受限
并指畸形,并指（趾）畸形
并指畸形,歪斜指
变应性血管炎,乏力
变应性血管炎,腹痛
白线疝,腹部中线处肿块
白线疝,上腹部疼痛
闭合性脑外伤,瞳孔异常
闭合性脑外伤,意识障碍
半月线疝,腹壁外侧包块
半月线疝,腹痛
闭孔疝,闭孔神经损害
闭孔疝,腹肌紧张
创伤性休克,昏迷
创伤性休克,脉率增快
成人腹股沟斜疝,腹股沟疼痛
成人腹股沟斜疝,下腹胀痛
出血性休克和...,发热伴有腹痛
出血性休克和...,昏迷
肠系膜上动脉...,腹泻
肠系膜上动脉...,粪便量多
残胃平滑肌肉瘤,上腹部包块
残胃平滑肌肉瘤,胀痛
肠石性肠梗阻,急性肠扭转
肠石性肠梗阻,上消化道出血
肠系膜裂孔疝,腹部肿块
肠系膜裂孔疝,面色苍白
肠扭转综合征,腹痛伴恶心
肠扭转综合征,呕吐
肠扭转综合征,肠套叠
藏毛窦和藏毛囊肿,骶尾部急性脓肿
藏毛窦和藏毛囊肿,藏毛窦
肠系膜动脉瘤,食欲不振
肠系膜动脉瘤,便血
肠结,腹痛
肠结,停止排气
虫证,腹痛
虫证,鼻痒
胆管肿瘤,腹水
胆管肿瘤,食欲减退
大隐静脉曲张,小腿发胀
大隐静脉曲张,静脉曲张性溃疡
短肠综合征,胆结石
短肠综合征,低血钾
胆肠内引流术后内疝,肠鸣
胆肠内引流术后内疝,腹痛
大网膜囊肿,肠鸣
大网膜囊肿,食欲减退
钝挫伤,熊猫眼
钝挫伤,眼球斑点
胆石性肠梗阻,板状腹
胆石性肠梗阻,腹部压痛
第Ⅳ型脊髓血管畸形,感觉障碍
第Ⅳ型脊髓血管畸形,运动功能障碍
第Ⅱ、Ⅲ型脊...,感觉障碍
第Ⅱ、Ⅲ型脊...,无力
多乳房,剧烈疼痛
多乳房,乳腺退化不全
第Ⅰ型脊髓血管畸形,胸腰段背部或臀
第Ⅰ型脊髓血管畸形,血管畸形
腹股沟疝,腹股沟区可复性肿块
腹股沟疝,疝区的疼痛或坠胀感
腹壁切口疝,疝区的疼痛或坠胀感
腹壁切口疝,腹痛
腹腔室隔综合征,无尿
腹腔室隔综合征,高碳酸血症
腹内疝,腹部有局部或广
腹内疝,恶心
腹膜后纤维化,背痛
腹膜后纤维化,下腹痛
腹壁硬纤维瘤,生长缓慢
腹壁硬纤维瘤,腹痛
腹股沟滑动性疝,疝区的疼痛或坠胀感
腹股沟滑动性疝,便秘伴剧烈腹痛
腹股沟滑动疝,下腹疼痛
腹股沟滑动疝,持续性下腹疼痛
腹腔干动脉瘤,休克
腹腔干动脉瘤,黄疸
腹膜后疝,急性肠扭转
腹膜后疝,腹痛
腹直肌鞘内血肿,腹膜刺激征
腹直肌鞘内血肿,下腹疼痛
腹直肌自发性破裂,腹直肌触及边界
腹直肌自发性破裂,便秘
膈上食管憩室,上腹部疼痛
膈上食管憩室,憩室出血
股疝,反应迟钝
股疝,腹水
髋关节滑囊炎,关节积液
髋关节滑囊炎,关节肿痛
?N动脉破裂,踝及足麻木和有灼痛感
?N动脉破裂,膝后肿胀疼痛
肛门异物感,腹泻
肛门异物感,直肠脱垂
股动脉瘤,放射性疼痛
股动脉瘤,持续性疼痛
?N动脉损伤,小腿以下缺血
?N动脉损伤,足背及胫后动脉
?N动脉瘤,运动功能障碍
?N动脉瘤,水肿
?N血管陷迫综合征,无力
?N血管陷迫综合征,肌肉萎缩
高镁血症,食欲不振
高镁血症,便秘
髂静脉压迫综合征,乏力
髂静脉压迫综合征,精索静脉曲张
混合血管瘤,点状出血
混合血管瘤,皮肤坏死
坏疽性脓皮症,红晕
坏疽性脓皮症,疱疹
坏死性肠炎,排水样血性大便
坏死性肠炎,发热伴有腹痛
环形胰腺,胆道梗阻
环形胰腺,恶心与呕吐
坏死性脉管炎,乏力
坏死性脉管炎,关节游走性疼痛
坏死性脉管炎,肿胀
喉部钝挫伤,呼吸困难
喉部钝挫伤,吞咽困难
会阴疝,胀痛
会阴疝,大阴唇或肛门大
环咽肌失弛缓症,焦虑
环咽肌失弛缓症,吞咽痛
胡桃夹食管,吞咽困难
胡桃夹食管,心绞痛
蛔虫性肠梗阻,阵发性腹痛
蛔虫性肠梗阻,恶心
横结肠扭转,腹痛伴恶心
横结肠扭转,呕吐
横结肠扭转,结肠血管发育不良
甲状腺肿瘤,进行性颈部肿块
甲状腺肿瘤,颈静脉怒张
棘间韧带损伤,弯腰时腰痛
棘间韧带损伤,棘突压痛
结直肠损伤,腹痛
结直肠损伤,腹膜炎
结节性硬化,红色或紫色
结节性硬化,稍
结节性硬化,丘疹
结肠血管扩张症,静脉曲张
结肠血管扩张症,缺铁性贫血
结肠息肉和息肉病,排便频率异常
结肠息肉和息肉病,便血
结直肠血管瘤,缺铁性贫血
结直肠血管瘤,便血
甲亢眼突,视力障碍
甲亢眼突,眼球突出
经腹会阴直肠...,阵发性腹痛
经腹会阴直肠...,大便变细形似铅笔
颈静脉球瘤,头晕
颈静脉球瘤,反复出血
溃疡病急性穿孔,恶心
溃疡病急性穿孔,发烧
开放性脑外伤,意识障碍
开放性脑外伤,呼吸异常
开放性手外伤,运动功能障碍
开放性手外伤,水肿
口腔血管瘤,血管畸形
口腔血管瘤,结节性硬化
克雷氏骨折,腕部疼痛
克雷氏骨折,手腕肿痛及掌屈
开放性骨折,持续性疼痛
开放性骨折,持续性发热
淋巴病,淋巴结穿刺有草
淋巴病,耳后淋巴结肿大
颅骨骨折,颅脑损伤后头痛
颅骨骨折,颅内压增高
老年人大肠肿瘤,腹痛
老年人大肠肿瘤,乏力
雷诺氏病,脚趾皮肤黄泡后紫黑
雷诺氏病,手足麻木
淋巴水肿,旅行者水肿
淋巴水肿,皮肤粗糙
阑尾炎,右下腹痛
阑尾炎,弥漫性脐周疼痛
老人腹股沟斜疝,腹股沟疼痛
老人腹股沟斜疝,便秘
淋球菌性腹膜炎,腹膜刺激征
淋球菌性腹膜炎,腹肌紧张
老年人假膜性...,乏力
老年人假膜性...,毒血症
老年人急性阑尾炎,腹痛
老年人急性阑尾炎,右下腹压痛
老年人急腹症,腹膜炎
老年人急腹症,急腹症
蓝氏贾第鞭毛虫病,厌食
蓝氏贾第鞭毛虫病,腹痛
慢性乳腺炎,乳房肿块
慢性乳腺炎,乳腺小叶增生
慢性腰部劳损,充血
慢性腰部劳损,乏力
蔓状血管瘤,皮肤硬结冷时疼
蔓状血管瘤,皮肤出血斑
镁缺乏症,恶心
镁缺乏症,神志不清
盲肠阿米巴肉芽肿,持续性发热
盲肠阿米巴肉芽肿,右下腹痛
脉管畸形,持续性疼痛
脉管畸形,伴皮膜粘膜出血
麻痹性肠梗阻,肠麻痹软瘫
麻痹性肠梗阻,胀痛
毛细血管或静...,结节
毛细血管或静...,红晕
盲肠旁疝,恶心与呕吐
盲肠旁疝,腹痛
盲肠扭转,腹部压痛
盲肠扭转,肠胀气
脓胸,胸痛
脓胸,高热
内脏动脉慢性闭塞,腹泻
内脏动脉慢性闭塞,钝痛
粘连性肠梗阻,蛔虫性肠梗阻
粘连性肠梗阻,腹肌紧张
脓性指头炎,发烧
脓性指头炎,软组织肿胀
脑动静脉畸形,感觉障碍
脑动静脉畸形,昏迷
脓肿,喉管阻塞
脓肿,乏力
男性青春期乳房发育,肝掌
男性青春期乳房发育,腹部肿块
脑回状颅皮,状颅皮
脑回状颅皮,皮肤松弛起皱
皮下脂肪瘤,皮下结节
皮下脂肪瘤,纤维性钙化结节
脾梗死,脾肿大
脾梗死,左上腹痛
脾-肝综合征,肝功能受损
脾-肝综合征,乏力
脾脏转移性肿瘤,腹痛
脾脏转移性肿瘤,左上腹痛
盆底腹膜疝,便秘
