disease_id,symptom_name
肠球菌肺炎,菌血症
肠球菌肺炎,脓痰
低氯性碱中毒,手足麻木
低氯性碱中毒,脱水
多重肺部感染,湿罗音
多重肺部感染,肺部感染
大咯血,咯血伴发热
大咯血,咯血伴有皮肤粘膜出血
单纯性肺嗜酸...,乏力
单纯性肺嗜酸...,胸闷
单纯疱疹病毒肺炎,疱疹
单纯疱疹病毒肺炎,呼吸衰竭
胆固醇肺炎,呼吸困难
胆固醇肺炎,啰音
大肠埃希杆菌肺炎,腹泻
大肠埃希杆菌肺炎,呼吸困难
大叶性肺炎,发烧
大叶性肺炎,高热
胆咳,胸闷
胆咳,老人剧烈咳嗽
二氧化氮中毒,两肺满布粟粒状阴影
二氧化氮中毒,痰中带血丝
肺结节,胸闷
肺结节,乏力
肺部真菌感染,胸闷
肺部真菌感染,咳嗽
肺疟疾病,周期性畏寒发热
肺疟疾病,喘息
非结核分枝杆菌病,低热
非结核分枝杆菌病,HIV感染
蜂窝肺综合征,呼吸困难
蜂窝肺综合征,气短
肺螨病,盗汗
肺螨病,气急
肺功能衰竭,耸肩喘息
肺功能衰竭,张口呼吸
肺真菌病,咳嗽
肺真菌病,吐血痰
肝肺综合征,黄疸
肝肺综合征,腹水
过敏性咽炎,干咳
过敏性咽炎,喉痒咳嗽
感冒,头痛
感冒,发烧
Goodpa...,血尿
Goodpa...,呼吸困难
过敏性肺炎,呼吸困难
过敏性肺炎,乏力
钩端螺旋体肺炎,面色苍白
钩端螺旋体肺炎,无力
枸橼酸杆菌肺炎,畏寒
枸橼酸杆菌肺炎,高热
过度通气综合征,意识障碍
过度通气综合征,过度通气
过敏性支气管...,喘息
过敏性支气管...,发热伴咳嗽
过敏性支气管...,咯
呼吸道感染,白细胞增多
呼吸道感染,上呼吸道卡他症状
呼吸疾病,发热伴咳嗽
呼吸疾病,咯
呼吸疾病,咳嗽
呼吸机相关性肺炎,发热伴咳嗽
呼吸机相关性肺炎,咯
呼吸机相关性肺炎,呼吸困难
化学液体吸入,吞咽困难
化学液体吸入,恶心
呼吸性酸中毒,呼吸衰竭
呼吸性酸中毒,气短
Hughes...,咯血
Hughes...,视力障碍
化学性支气管炎,胸闷
化学性支气管炎,胸闷憋气
喉喑,声音变低
喉喑,声音嘶哑
呼吸肌疲劳症,疲劳
呼吸肌疲劳症,心慌气短
滑石粉尘肺,呼吸困难
滑石粉尘肺,气短
呼吸道结核病,咯血伴呛咳
呼吸道结核病,低热
急性间质性肺炎,呼吸功能衰竭
急性间质性肺炎,呼吸困难
急性肺水肿,呼吸困难
急性肺水肿,胸闷
急性上呼吸道感染,食欲减退
急性上呼吸道感染,咽喉疼痛
浸润型肺结核,消瘦
浸润型肺结核,咳嗽
结核性干性胸膜炎,发热伴咳嗽
结核性干性胸膜炎,咯
结核性干性胸膜炎,胸痛伴胸闷
结核性干性胸膜炎,心悸
巨细胞病毒性肺炎,两肺毛玻璃样粟
巨细胞病毒性肺炎,呼吸困难
结核性胸膜炎,胸腔积液
结核性胸膜炎,盗汗
急性气管支气管炎,咽痛
急性气管支气管炎,乏力
激素抵抗型哮喘,紧张
激素抵抗型哮喘,气道高反应性
急性细支气管炎,上呼吸道卡他症状
急性细支气管炎,高热
卡氏肺孢子虫肺炎,高热
卡氏肺孢子虫肺炎,低热
柯萨奇病毒感染,胃肠道症状
柯萨奇病毒感染,乏力
卡氏肺囊虫肺炎,烦躁不安
卡氏肺囊虫肺炎,呼吸困难
Kartag...,房间隔缺损
Kartag...,室间隔缺损
咳嗽晕厥综合征,意识丧失
咳嗽晕厥综合征,抽搐
咳嗽性哮喘,慢性咳嗽
咳嗽性哮喘,支气管平滑肌痉挛
抗胰蛋白酶缺乏症,肝肿大
抗胰蛋白酶缺乏症,上消化道出血
卡氏肺囊虫病,呼吸困难
卡氏肺囊虫病,干咳
克雷白杆菌属感染,呼吸困难
克雷白杆菌属感染,腹腔感染
咳嗽,干性咳嗽
咳嗽,水咳
咯血,咯血
咯血,咯血伴发热
空洞型肺结核,咳嗽
空洞型肺结核,咯血
老年人流行性感冒,鼻塞
老年人流行性感冒,发热伴咳嗽
老年人流行性感冒,咯
老年人肺炎,无力
老年人肺炎,呼吸困难
老年人支气管哮喘,胸闷
老年人支气管哮喘,干咳
老年人院内获...,胸痛
老年人院内获...,鼻塞
老年人慢性支气管炎,呼吸困难
老年人慢性支气管炎,慢性咳嗽
淋巴瘤样肉芽肿,肝功能衰竭
淋巴瘤样肉芽肿,乏力
老年人尿毒症性肺炎,咯血
老年人尿毒症性肺炎,痰中带血丝
老年人特发性...,呼吸困难
老年人特发性...,端坐呼吸
老年人吸入性肺炎,无力
老年人吸入性肺炎,呼吸困难
老年人胸腔积...,呼吸困难
老年人胸腔积...,胸腔积液
老年人厌氧菌性肺炎,慢性咳嗽
老年人厌氧菌性肺炎,高热
铝尘肺,无力
铝尘肺,疲乏
慢性病,乏力
慢性病,血脂异常
煤炭工尘肺,气急
煤炭工尘肺,呼吸音粗糙
免疫缺陷性肺炎,腹泻
免疫缺陷性肺炎,睾丸发育不全
慢性咳嗽,哮鸣音
慢性咳嗽,咽痛
麻疹病毒肺炎,肌痛
麻疹病毒肺炎,干咳
Marie-...,杵状指（趾）
Marie-...,皮下结节
慢性化脓性胸膜炎,呼气时胸口痛
慢性化脓性胸膜炎,胸腔疼痛
摩根菌肺炎,呼吸衰竭
摩根菌肺炎,脓肿
棉尘肺,胸闷
棉尘肺,呼吸困难
米氏链球菌肺炎,脓肿
米氏链球菌肺炎,脓胸
慢性阻塞性肺疾病,呼吸困难
慢性阻塞性肺疾病,喘息
慢性纵隔炎,呼吸困难
慢性纵隔炎,吞咽困难
奈瑟卡他球菌肺炎,脑膜炎
奈瑟卡他球菌肺炎,干啰音
尿毒症肺炎,呼吸困难
尿毒症肺炎,低氧血症
脑膜炎奈瑟菌肺炎,高热
脑膜炎奈瑟菌肺炎,肺实变
农民肺,乏力
农民肺,气短
疱疹性口腔炎,持续性发热
疱疹性口腔炎,唇上长有小水泡
疱疹性咽炎,高热
疱疹性咽炎,咽痛
Pancoa...,持续性剧烈的肩痛
Pancoa...,瞳孔变形
葡萄球菌肺炎,低热
葡萄球菌肺炎,脓痰
气胸,液气胸
气胸,胸膜休克
迁延性肺嗜酸...,咳嗽伴哮鸣音
迁延性肺嗜酸...,体重减轻
其他病毒肺炎,鼻塞
其他病毒肺炎,腹泻
气单胞菌肺炎,腹痛
气单胞菌肺炎,低热
气管前间隙感染,乏力
气管前间隙感染,呼吸困难
曲霉球,脓肿
曲霉球,咯血
球形肺炎,铁锈色痰
球形肺炎,胸痛
Q热肺炎,弛张热
Q热肺炎,高热
热带性肺嗜酸...,低热
热带性肺嗜酸...,腹泻
热带型肺嗜酸...,低热
热带型肺嗜酸...,嗜酸性粒细胞增多
妊娠合并肺栓塞,肺栓塞
妊娠合并肺栓塞,心肺栓塞
妊娠性哮喘,发音改变
妊娠性哮喘,高血压
人禽流行性感冒,咽痛
人禽流行性感冒,发烧
睡眠呼吸暂停综合征,继发性失眠
睡眠呼吸暂停综合征,缺乏深睡眠
沙门氏菌性肺炎,咳痰
沙门氏菌性肺炎,发热伴寒战
食物过敏性哮喘,喘息
食物过敏性哮喘,酒精过敏
社会获得性肺炎,嗳气
社会获得性肺炎,恶心
上呼吸道感染,咽痛
上呼吸道感染,鼻塞
沙眼衣原体肺炎,鼻塞
沙眼衣原体肺炎,干咳
沙雷菌肺炎,白细胞增多
沙雷菌肺炎,呼吸困难
手术后和创伤后肺炎,术后发热
手术后和创伤后肺炎,啰音
嗜麦芽黄单胞菌肺炎,粒细胞减少
嗜麦芽黄单胞菌肺炎,发绀
石棉肺,钝痛
石棉肺,气体弥散功能下降
上气道梗阻,打呼噜
上气道梗阻,气道变窄
水痘肺炎,呼吸困难
水痘肺炎,呼吸衰竭
特发性肺含铁...,含铁血黄素沉着症
特发性肺含铁...,反复出血
脱屑性间质肺炎,杵状指（趾）
脱屑性间质肺炎,紫绀
特发性肺纤维化,端坐呼吸
特发性肺纤维化,劳力性呼吸困难
脱屑性间质性肺炎,呼吸困难
脱屑性间质性肺炎,无力
特发性阻塞性...,消瘦
特发性阻塞性...,乏力
特发性含铁血...,皮肤苍白
特发性含铁血...,乏力
锑末沉着症,气短
锑末沉着症,胸闷
铁尘肺,胸闷
铁尘肺,胸痛
铜绿色假单胞菌肺炎,脓痰
铜绿色假单胞菌肺炎,啰音
外源性过敏性肺泡炎,肺间质纤维化
外源性过敏性肺泡炎,呼吸困难
外源性变应性肺泡炎,低氧血症
外源性变应性肺泡炎,双肺的吸气爆裂音
哮喘持续状态,呼吸音减弱
哮喘持续状态,呼吸困难
心源性哮喘,气喘
心源性哮喘,阵发性夜间呼吸困难
下呼吸道感染,发热伴咳嗽
下呼吸道感染,咯
下呼吸道感染,咳嗽
胸部丝虫病,胸痛
胸部丝虫病,乏力
小肠结肠炎耶...,脓肿
小肠结肠炎耶...,胃肠道症状
腺病毒性肺炎,喘息
腺病毒性肺炎,鼻翼扇动
锡尘肺,胸痛
锡尘肺,气短
消散延迟性肺炎,啰音
消散延迟性肺炎,发烧
小儿咽喉炎,声音嘶哑
小儿咽喉炎,喉部刺痛
细菌性肺炎,柠檬色痰
细菌性肺炎,干咳
哮喘性肺嗜酸...,气急
哮喘性肺嗜酸...,呼吸困难
药物导致的肺部疾病,胸痛
药物导致的肺部疾病,低热
夜间哮喘,支气管平滑肌痉挛
夜间哮喘,呼吸困难
药物性呼吸衰竭,活动后气促
药物性呼吸衰竭,呼吸困难
鹦鹉热衣原体肺炎,肺内病变
鹦鹉热衣原体肺炎,低氧血症
厌氧菌肺炎,支气管脓性分泌物增多
厌氧菌肺炎,发热伴咳嗽
厌氧菌肺炎,咯
药物性哮喘,喘息
药物性哮喘,胸闷
运动诱发哮喘,喘息
运动诱发哮喘,呼吸困难
洋葱假单胞菌肺炎,细菌感染
洋葱假单胞菌肺炎,反复高热
恙虫病性肺炎,呼吸困难
恙虫病性肺炎,肺部啰音
衣原体肺炎,干咳
衣原体肺炎,食欲不振
咽喉炎,咽痛
咽喉炎,咽喉部干燥刺痒
月经性哮喘,支气管平滑肌痉挛
月经性哮喘,月经量少
支气管结核,哮鸣音
支气管结核,发热伴咳嗽
支气管结核,咯
中东呼吸综合征,发热伴寒战
中东呼吸综合征,咳嗽
纵隔气肿,烦躁不安
纵隔气肿,心音遥远
职业性哮喘,胸闷
职业性哮喘,喘息
支气管炎,支气管脓性分泌物增多
支气管炎,咳嗽
重症院内获得性肺炎,发热伴咳嗽
重症院内获得性肺炎,咯
重症院内获得性肺炎,活动后气促
中叶综合征,啰音
中叶综合征,发烧
支气管中心性...,乏力
支气管中心性...,胸痛
真菌过敏性哮喘,乏力
真菌过敏性哮喘,气喘
蔗尘肺,干咳
蔗尘肺,呼吸困难
阻塞性肺气肿,桶状胸
阻塞性肺气肿,劳力性呼吸困难
胃窦炎,胃痛
胃窦炎,胃脘饱胀
胃出血,呕血
胃出血,黑便
食管炎,吞咽困难
食管炎,咽喉疼痛
糜烂性胃炎,恶心
糜烂性胃炎,上消化道出血
肠粘连,腹痛
肠粘连,嗳气
胃肠湿热,胃灼热
胃肠湿热,腹痛
胃柿石,上腹部疼痛
胃柿石,恶心与呕吐
慢性非萎缩性胃炎,烧心
慢性非萎缩性胃炎,反酸
贲门炎,恶心
贲门炎,反胃
寄生虫病,脐周疼痛
寄生虫病,消化不良
慢性糜烂性胃炎,恶心
慢性糜烂性胃炎,左上腹痛
溃疡性肠炎,慢性腹痛
溃疡性肠炎,腹痛
奥迪括约肌功能异常,恶心
奥迪括约肌功能异常,腹部压痛
阿米巴肠病,脓液为巧克力色
阿米巴肠病,腹泻
α1-抗胰蛋...,肝肿大
α1-抗胰蛋...,上消化道出血
阿米巴结肠炎,粘液便
阿米巴结肠炎,黏液便
阿米巴痢疾,肠穿孔
阿米巴痢疾,咳巧克力色痰
Alagil...,血浆胆固醇水平高
Alagil...,智力发育迟缓
阿米巴病肠穿孔,肠穿孔
阿米巴病肠穿孔,腹痛
不完全性肠梗阻,反射性呕吐
不完全性肠梗阻,阵发性肠绞痛
病毒性肠炎,慢性腹痛
病毒性肠炎,发烧
便秘性结肠炎,腹泻与便秘交替
便秘性结肠炎,便秘
病毒性胃肠炎,发热伴有腹痛
病毒性胃肠炎,腹泻为水样带黏
暴发性肝功能衰竭,呃逆
暴发性肝功能衰竭,肠麻痹
不均匀性脂肪肝,肝掌
不均匀性脂肪肝,肝肿大
Brenne...,右下腹痛
Brenne...,腹痛
暴泻,上消化道出血
暴泻,水样便
巴雷特食管,胸骨后疼痛
巴雷特食管,吞咽困难
巴瑞特综合征,胸骨后疼痛
巴瑞特综合征,恶心与呕吐
巴德-吉亚利综合征,上腹不适
巴德-吉亚利综合征,腹水
肠系膜淋巴结炎,腹部压痛
肠系膜淋巴结炎,不明原因发热
肠道蛔虫,胆道蛔虫症
肠道蛔虫,腹痛
肠道寄生虫病,腹痛
肠道寄生虫病,腹泻
肠病原性大肠...,肠麻痹
肠病原性大肠...,食欲缺乏
肠胃型感冒,呕吐
肠胃型感冒,腹泻
肠道气囊肿症,肠壁坏死
肠道气囊肿症,便秘
常现丝虫病,肝脾肿大
常现丝虫病,嗜酸性粒细胞增多
肠毒性大肠埃...,讷吃
肠毒性大肠埃...,水样便
肠毛滴虫病,腹痛
肠毛滴虫病,食欲减退
肠伤寒穿孔,便秘
肠伤寒穿孔,反应迟钝
肠系膜静脉血栓形成,腹部不适
肠系膜静脉血栓形成,上腔静脉回流受阻
胆源性慢性胰腺炎,肝脾肿大
胆源性慢性胰腺炎,胆囊增大
胆管炎,高热寒战
胆管炎,腹痛
胆囊胆固醇沉着症,腹部压痛
胆囊胆固醇沉着症,蓝鼓膜征
大肠埃希杆菌...,腹泻为水样带黏
大肠埃希杆菌...,恶心
大网膜肿瘤,腹部逐渐胀大
大网膜肿瘤,腹部肿块
胆道运动功能障碍,食欲下降
胆道运动功能障碍,黄疸
蛋白丢失性胃肠病,低蛋白血症
蛋白丢失性胃肠病,植物血凝素的淋
低钠血症,抽搐
低钠血症,多饮
多房棘球蚴病,腹部肿块
多房棘球蚴病,黄疸
胆汁性腹膜炎,腹痛
胆汁性腹膜炎,腹膜刺激征
迪厄拉富瓦病,柏油便
迪厄拉富瓦病,反复呕血
等孢球虫病,黏液便
等孢球虫病,低热
儿童胰腺功能...,粒细胞减少
儿童胰腺功能...,腹泻
儿童腹痛,肠痉挛
儿童腹痛,消化性溃疡
呃逆症,嗳气
呃逆症,排气障碍
恶心和呕吐,胃肠功能不良
恶心和呕吐,腹部肿块
呃逆,呼吸困难
呃逆,剧烈头痛
二糖酶缺乏症,腹部不适
二糖酶缺乏症,腹痛
放射性食管炎,发烧
放射性食管炎,胸骨后疼痛
腹部肿瘤,腹部肿块
腹部肿瘤,腹痛伴恶心
腹部肿瘤,呕吐
腹膜后淋巴结炎,恶心
腹膜后淋巴结炎,肠鸣
腹膜后脂肪瘤,恶心
腹膜后脂肪瘤,胀感
腹水,弥漫性鼓音
腹水,淋巴结肿大
腹部肿块,腹膜炎
腹部肿块,腹部“气串样”肿块
腹胀,排气多
腹胀,腹痛伴恶心
腹胀,呕吐
复发性溃疡,腹痛
复发性溃疡,消化性溃疡
复发性腹膜后肿瘤,腹部肿块
复发性腹膜后肿瘤,剧烈疼痛
返流性胆管炎,右上腹痛
返流性胆管炎,恶心与呕吐
非霍乱弧菌感染,腹泻
非霍乱弧菌感染,水样便
非酒精性脂肪性肝病,脂肪浸润
非酒精性脂肪性肝病,硬化
过敏性结肠炎,腹痛
过敏性结肠炎,腹泻
孤立性直肠溃...,肛门疼痛
孤立性直肠溃...,便血
肝肺综合症,黄疸
肝肺综合症,呼吸困难
肝紫癜病,肝脾肿大
肝紫癜病,肝脏肿大
肝性卟啉病,腹水
肝性卟啉病,恶心
钩虫性十二指...,食欲不振
钩虫性十二指...,上腹不适
膈下脓肿,钝痛
膈下脓肿,乏力
功能性消化不良,消化不良
功能性消化不良,腹部不适
肝炎双重感染,黄疸
肝炎双重感染,肝功能异常
功能性呕吐,早孕反应重
功能性呕吐,进食异常
Gardne...,乏力
Gardne...,埋藏齿
肛肠病,消瘦
肛肠病,便秘
惠普尔病,恶心
惠普尔病,呼吸困难
寒湿泄泻,头重如裹
寒湿泄泻,四肢沉重
寒湿泄泻,口腔粘腻
寒湿泄泻,以达到止泻的目的。
寒湿泄泻,常识
寒湿泄泻,易感人群：
寒湿泄泻,无特定人群
寒湿泄泻,患病比例：
寒湿泄泻,0.0021%-0.0042%
寒湿泄泻,传染方式：
寒湿泄泻,无传染性
获得性免疫缺...,HIV感染
获得性免疫缺...,消瘦
蛔虫性急性胰腺炎,腹痛
蛔虫性急性胰腺炎,腹肌紧张
化脓性门静脉炎,黄疸
化脓性门静脉炎,高热
后壁穿孔性溃疡,背痛
后壁穿孔性溃疡,感染性发热
化脓性食管炎,吞咽困难
化脓性食管炎,吞咽痛
霍乱样综合征,腹泻
霍乱样综合征,腹痛
蛔虫病,食欲不振
蛔虫病,脐周疼痛
黑色素斑-胃...,肠出血
黑色素斑-胃...,肠套叠
黄疸,肝掌
黄疸,消化不良
横膈下结肠嵌...,肩痛
横膈下结肠嵌...,上腹部疼痛
急性肠炎,四肢无力
急性肠炎,恶心
急腹症,腹痛
急腹症,腹壁广泛性钙质沉着
急性化脓性腹膜炎,恶心与呕吐
急性化脓性腹膜炎,腹痛
继发性腹膜炎,腹痛
继发性腹膜炎,急腹症
集聚肠杆菌感染,腹泻
集聚肠杆菌感染,畏寒
急性肠系膜淋巴结炎,恶心
急性肠系膜淋巴结炎,腹痛
急性单纯性胃炎,腹泻
急性单纯性胃炎,上腹不适
急性肠系膜上...,腹痛
急性肠系膜上...,腹泻
急性腹泻,腹痛
急性腹泻,腹泻
结肠黑变病,便秘
结肠黑变病,低血钾
急性腐蚀性胃炎,休克
急性腐蚀性胃炎,虚脱
溃疡性直肠炎,腹痛
溃疡性直肠炎,便血
溃疡病出血,焦虑
溃疡病出血,紧张
抗生素诱发的肠炎,乏力
抗生素诱发的肠炎,腹泻
溃疡病穿孔,焦虑
溃疡病穿孔,持续性疼痛
空肠弯曲菌肠炎,恶心
空肠弯曲菌肠炎,发热伴有腹痛
空肠、回肠憩室,消化不良
空肠、回肠憩室,腹部不适
克里格勒-纳...,黄疸
克里格勒-纳...,角弓反张
溃疡病大出血,出冷汗
溃疡病大出血,腹痛
溃疡性结肠炎,高热
溃疡性结肠炎,消化不良
克罗恩病,消瘦
克罗恩病,厌食
老年便秘,排便困难
老年便秘,粪便硬结如羊粪状
老年人胃食管反流病,吞咽困难
老年人胃食管反流病,消瘦
老年人环咽肌...,吞咽困难
老年人环咽肌...,呛咳
老年人胆石症,上腹部疼痛
老年人胆石症,腹部压痛
轮状病毒所致胃肠炎,腹痛
轮状病毒所致胃肠炎,稀便
老年人消化性溃疡,消化性溃疡
老年人消化性溃疡,疲劳
老年人炎症性肠病,腹痛
老年人炎症性肠病,肠出血
老年人胰腺癌,乏力
老年人胰腺癌,焦虑
裂头绦虫病,疲乏
裂头绦虫病,四肢麻木
裂头蚴病,皮下指头至鸽蛋
裂头蚴病,水肿
龙线虫病,脓肿
龙线虫病,丘疹
旅行者腹泻,腹痛
旅行者腹泻,稀便
门静脉高压性胃病,上消化道出血
门静脉高压性胃病,左上腹肿块伴有
门静脉高压,腹水
门静脉高压,静脉曲张
门静脉高压症,门脉高压
门静脉高压症,脾肿大
门静脉海绵样变,反复呕血
门静脉海绵样变,腹水
慢性肝病,肝掌
慢性肝病,肝病面容
慢性溃疡性非...,发烧
慢性溃疡性非...,腹泻
Mirizz...,高热寒战
Mirizz...,腹痛
门脉高压性肠病,肠出血
门脉高压性肠病,静脉曲张
弥漫性空回肠溃疡,腹泻
弥漫性空回肠溃疡,腹痛
脑肝肾综合征,黄疸
脑肝肾综合征,水肿
浓缩胆汁综合征,持续性发热
浓缩胆汁综合征,胆汁潴留
诺沃克类病毒胃肠炎,乏力
诺沃克类病毒胃肠炎,肌痛
囊性纤维化,黄疸
囊性纤维化,肝功能不全
蛲虫病,失眠
蛲虫病,腹痛
诺瓦克病毒性胃肠炎,恶心
诺瓦克病毒性胃肠炎,乏力
脾功能亢进,肝脾肿大
脾功能亢进,脾肾阳虚
Plumme...,咽部异物感
Plumme...,吞咽困难
脾大,淋巴结肿大
脾大,结节
盆底综合征,便秘
盆底综合征,里急后重
缺血性肠炎,腹痛
缺血性肠炎,便血
缺血性肠绞痛,恶心
缺血性肠绞痛,腹痛
缺血性结肠炎,腹痛
缺血性结肠炎,恶心
侵袭性大肠埃...,腹痛
侵袭性大肠埃...,腹泻
青春期厌食症,情绪性厌食
青春期厌食症,神经性厌食
浅表性胃炎,剑突压痛
浅表性胃炎,上腹部疼痛
嵌杯样病毒胃肠炎,恶心
嵌杯样病毒胃肠炎,腹痛
其他沙门菌感染,肠出血
其他沙门菌感染,恶心
其他弧菌感染,恶心
其他弧菌感染,败血症
缺铁性吞咽困难,消瘦
缺铁性吞咽困难,吞咽困难
倾倒综合征,餐后综合征
倾倒综合征,餐后血糖过低
轻度脂肪肝,食欲不振
轻度脂肪肝,乏力
热带性口炎性腹泻,腹泻
热带性口炎性腹泻,口炎
热带口炎性腹泻,口炎
热带口炎性腹泻,腹泻
瑞氏综合症,恶心与呕吐
瑞氏综合症,呼吸衰竭
妊娠性急性阑尾炎,腹痛
妊娠性急性阑尾炎,孕晚期腹痛
乳糜泻,稀便
乳糜泻,腹泻
沙门氏菌性肠炎,发热伴有腹痛
沙门氏菌性肠炎,腹痛伴恶心
沙门氏菌性肠炎,呕吐
食管蹼和食管环,黏液性水肿
食管蹼和食管环,食管对称性膨大
食管血管瘤,吞咽时胸痛
食管血管瘤,食管左壁形成压足跡
食管胃底静脉...,肝掌
食管胃底静脉...,乏力
食管源性胸痛,钝痛
食管源性胸痛,焦虑致胸口痛
食管狭窄,食管反流症状
食管狭窄,呛咳
嗜水气单胞菌肠炎,腹痛
嗜水气单胞菌肠炎,腹痛伴腹泻
手术后反流性胃炎,心口灼热痛
手术后反流性胃炎,体重减轻
食管过短,吞咽痛
食管过短,吞咽困难
SARS的胃...,剧烈运动后呕吐
SARS的胃...,恶心
食道溃疡,烧心
食道溃疡,胸骨后疼痛
绦虫病,乏力
绦虫病,恶心
特发性胃肠道...,恶心
特发性胃肠道...,嗜酸性粒细胞增多
Turcot综合征,腹部不适
Turcot综合征,息肉
特发性非硬化...,上消化道出血
特发性非硬化...,黄疸
铁线虫病,膀胱刺激征
铁线虫病,尿急
陶瓷样胆囊,钙沉积
陶瓷样胆囊,钙化
糖尿病性胃轻瘫,食管反流症状
糖尿病性胃轻瘫,烧心
吞咽困难,吞咽困难
吞咽困难,吞咽障碍
胃石症,胃石形成
胃石症,腹痛
胃肿瘤,胃痛
胃肿瘤,腹泻
胃气上逆,顽固性呃逆
胃气上逆,嗳气
胃肠疾病,胃肠动力差
胃肠疾病,胃肠功能不良
萎缩性胆囊炎,右上腹痛
萎缩性胆囊炎,胃纳差症状
胃反应性淋巴增生,消化不良
胃反应性淋巴增生,厌食
胃、十二指肠...,腹痛
胃、十二指肠...,剧痛
胃切除后吸收...,小胃综合征
胃切除后吸收...,胃酸减少
星形病毒胃肠炎,腹泻
星形病毒胃肠炎,恶心与呕吐
细菌性肠炎,腹泻
细菌性肠炎,排便不尽感
习惯性便秘,小儿便秘
习惯性便秘,面色灰暗
性病相关性胃...,吞咽痛
性病相关性胃...,腹痛
小肠下垂,腹痛
小肠下垂,排便困难
小肠结肠炎耶...,腹痛
小肠结肠炎耶...,白细胞增多
先天性胆总管囊肿,黄疸
先天性胆总管囊肿,腹痛
消化道溃疡,嗳气
消化道溃疡,神经官能症状
小肠过敏性紫癜,皮肤紫癜
小肠过敏性紫癜,乏力
消化不良,嗳气
消化不良,恶心
消化系癌伴血...,疲乏
消化系癌伴血...,皮肤粘膜红紫
小肠破裂,腹痛
小肠破裂,肠鸣音消失
疣状胃炎,右上腹痛
疣状胃炎,恶心与呕吐
应激性溃疡,黑便
应激性溃疡,创伤
胰腺假囊肿,腹痛
胰腺假囊肿,上腹部疼痛
原发性食管恶...,吞咽困难
原发性食管恶...,上腹部疼痛
胰腺囊性纤维性变,腹膜炎
胰腺囊性纤维性变,胰腺功能不足
移植物抗宿主病,恶心
移植物抗宿主病,腹泻
炎性肠病性关...,胃肠道症状
炎性肠病性关...,巩膜外层炎
药物性食管炎,食管壁纤维化
药物性食管炎,持续性疼痛
硬化剂治疗引...,呼吸困难
硬化剂治疗引...,吞咽困难
胰腺炎,餐后发作性腹痛
胰腺炎,发热伴有腹痛
原发性小肠淋...,腹泻
原发性小肠淋...,水肿
原发性小肠溃疡,食指半月甲呈粉红色
原发性小肠溃疡,腹痛
重度脂肪肝,腹水
重度脂肪肝,肝脏肿大
蜘蛛痣,皮肤出血点
蜘蛛痣,出血性丘疹
中度脂肪肝,消化不良
中度脂肪肝,食欲减退
中毒性细菌性痢疾,血压下降
中毒性细菌性痢疾,四肢湿冷
Zieve综合征,肝脏肿大
Zieve综合征,纳差
自身免疫性肝硬化,肝病容
自身免疫性肝硬化,肝功能不全
致死性肝内胆...,脂肪泻
致死性肝内胆...,鼻衄
自身免疫性胰腺炎,胰腺纤维化
自身免疫性胰腺炎,背痛
直肠炎,直肠疼痛
直肠炎,里急后重
志贺菌病,腹痛
志贺菌病,肠道功能紊乱
真菌性肠炎,痢疾
真菌性肠炎,低热
卓－艾氏综合征,糖尿
卓－艾氏综合征,水样便
冠状动脉供血不足,心绞痛
冠状动脉供血不足,胸痛
心房颤动,心绞痛
心房颤动,胸闷
急性冠脉综合征,胸痛
急性冠脉综合征,胸闷
窦性心动过缓,迟脉
窦性心动过缓,胸闷
高血压性心脏病,呼吸困难
高血压性心脏病,劳动后气急
高脂血症,血管硬化
高脂血症,黄色结节
室性心律失常,心慌气短
室性心律失常,心慌
恶性高血压,血压高
恶性高血压,氮质血症
心血管疾病,心跳过速
心血管疾病,疲劳
右束支传导阻滞,传导阻滞
右束支传导阻滞,心电图异常
老年人低血压,血压下降
老年人低血压,消瘦
双主动脉弓,主动脉弓右位
双主动脉弓,吞咽困难
埃布斯坦综合征,触诊无肺动脉关闭感
埃布斯坦综合征,发绀
阿-斯综合征,房室传导阻滞
阿-斯综合征,面色苍白
病毒性心肌炎,心尖搏动弥散
病毒性心肌炎,肌肉酸痛
病态窦房结综合征,心动过缓
病态窦房结综合征,记忆力障碍
β受体亢进症,过劳
β受体亢进症,端坐呼吸
白大衣高血压,血压高
变异型心绞痛,心律失常
变异型心绞痛,心绞痛
变异型预激综合征,胸闷
变异型预激综合征,呼吸困难
不稳定型心绞痛,心肌梗死
不稳定型心绞痛,心力衰竭
白喉性心肌炎,恶心
白喉性心肌炎,皮肤白喉
充血性心力衰竭,恶心
充血性心力衰竭,乏力
持续性交接区...,心动过速
持续性交接区...,频发房性早搏
猝死型冠心病,胸痛
猝死型冠心病,心室纤颤
长Q-T间期综合征,心律失常
长Q-T间期综合征,紧张
动脉粥样硬化,血压高
动脉粥样硬化,心肌肥厚
大动脉炎,肠鸣
大动脉炎,复听
窦房传导阻滞,乏力
窦房传导阻滞,心搏漏跳
窦房折返性心动过速,头昏
窦房折返性心动过速,心悸
窦室传导,高耸而对称的T波
窦室传导,无力
窦性期前收缩,心慌
窦性期前收缩,心悸
短P-R综合征,胸闷
短P-R综合征,心悸
多源性房性心动过速,急性房颤
多源性房性心动过速,鼻煽
淀粉样变心肌病,房室传导阻滞
淀粉样变心肌病,病理性Q波
典型预激综合征,急性呼吸困难
典型预激综合征,胸闷
窦性心律失常,脉搏脱漏
窦性心律失常,心悸
