disease_name,department_name
裂头绦虫病,内科
裂头绦虫病,消化内科
裂头蚴病,内科
裂头蚴病,消化内科
龙线虫病,内科
龙线虫病,消化内科
旅行者腹泻,内科
旅行者腹泻,消化内科
门静脉高压性胃病,内科
门静脉高压性胃病,消化内科
门静脉高压,内科
门静脉高压,消化内科
门静脉高压症,内科
门静脉高压症,消化内科
门静脉海绵样变,内科
门静脉海绵样变,消化内科
慢性肝病,内科
慢性肝病,消化内科
慢性溃疡性非...,内科
慢性溃疡性非...,消化内科
Mirizz...,内科
Mirizz...,消化内科
门脉高压性肠病,内科
门脉高压性肠病,消化内科
弥漫性空回肠溃疡,内科
弥漫性空回肠溃疡,消化内科
脑肝肾综合征,内科
脑肝肾综合征,消化内科
浓缩胆汁综合征,内科
浓缩胆汁综合征,消化内科
诺沃克类病毒胃肠炎,内科
诺沃克类病毒胃肠炎,消化内科
囊性纤维化,内科
囊性纤维化,消化内科
蛲虫病,内科
蛲虫病,消化内科
诺瓦克病毒性胃肠炎,内科
诺瓦克病毒性胃肠炎,消化内科
脾功能亢进,内科
脾功能亢进,消化内科
Plumme...,内科
Plumme...,消化内科
脾大,内科
脾大,消化内科
盆底综合征,内科
盆底综合征,消化内科
缺血性肠炎,内科
缺血性肠炎,消化内科
缺血性肠绞痛,内科
缺血性肠绞痛,消化内科
缺血性结肠炎,内科
缺血性结肠炎,消化内科
侵袭性大肠埃...,内科
侵袭性大肠埃...,消化内科
青春期厌食症,内科
青春期厌食症,消化内科
浅表性胃炎,内科
浅表性胃炎,消化内科
嵌杯样病毒胃肠炎,内科
嵌杯样病毒胃肠炎,消化内科
其他沙门菌感染,内科
其他沙门菌感染,消化内科
其他弧菌感染,内科
其他弧菌感染,消化内科
缺铁性吞咽困难,内科
缺铁性吞咽困难,消化内科
倾倒综合征,内科
倾倒综合征,消化内科
轻度脂肪肝,内科
轻度脂肪肝,消化内科
热带性口炎性腹泻,内科
热带性口炎性腹泻,消化内科
热带口炎性腹泻,内科
热带口炎性腹泻,消化内科
瑞氏综合症,内科
瑞氏综合症,消化内科
妊娠性急性阑尾炎,内科
妊娠性急性阑尾炎,消化内科
乳糜泻,内科
乳糜泻,消化内科
沙门氏菌性肠炎,内科
沙门氏菌性肠炎,消化内科
食管蹼和食管环,内科
食管蹼和食管环,消化内科
食管血管瘤,内科
食管血管瘤,消化内科
食管胃底静脉...,内科
食管胃底静脉...,消化内科
食管源性胸痛,内科
食管源性胸痛,消化内科
食管狭窄,内科
食管狭窄,消化内科
嗜水气单胞菌肠炎,内科
嗜水气单胞菌肠炎,消化内科
手术后反流性胃炎,内科
手术后反流性胃炎,消化内科
食管过短,内科
食管过短,消化内科
SARS的胃...,内科
SARS的胃...,消化内科
食道溃疡,内科
食道溃疡,消化内科
绦虫病,内科
绦虫病,消化内科
特发性胃肠道...,内科
特发性胃肠道...,消化内科
Turcot综合征,内科
Turcot综合征,消化内科
特发性非硬化...,内科
特发性非硬化...,消化内科
铁线虫病,内科
铁线虫病,消化内科
陶瓷样胆囊,内科
陶瓷样胆囊,消化内科
糖尿病性胃轻瘫,内科
糖尿病性胃轻瘫,消化内科
吞咽困难,内科
吞咽困难,消化内科
胃石症,内科
胃石症,消化内科
胃肿瘤,内科
胃肿瘤,消化内科
胃气上逆,内科
胃气上逆,消化内科
胃肠疾病,内科
胃肠疾病,消化内科
萎缩性胆囊炎,内科
萎缩性胆囊炎,消化内科
胃反应性淋巴增生,内科
胃反应性淋巴增生,消化内科
胃、十二指肠...,内科
胃、十二指肠...,消化内科
胃切除后吸收...,内科
胃切除后吸收...,消化内科
星形病毒胃肠炎,内科
星形病毒胃肠炎,消化内科
细菌性肠炎,内科
细菌性肠炎,消化内科
习惯性便秘,内科
习惯性便秘,消化内科
性病相关性胃...,内科
性病相关性胃...,消化内科
小肠下垂,内科
小肠下垂,消化内科
小肠结肠炎耶...,内科
小肠结肠炎耶...,消化内科
先天性胆总管囊肿,内科
先天性胆总管囊肿,消化内科
消化道溃疡,内科
消化道溃疡,消化内科
小肠过敏性紫癜,内科
小肠过敏性紫癜,消化内科
消化不良,内科
消化不良,消化内科
消化系癌伴血...,内科
消化系癌伴血...,消化内科
小肠破裂,内科
小肠破裂,消化内科
疣状胃炎,内科
疣状胃炎,消化内科
应激性溃疡,内科
应激性溃疡,消化内科
胰腺假囊肿,内科
胰腺假囊肿,消化内科
原发性食管恶...,内科
原发性食管恶...,消化内科
胰腺囊性纤维性变,内科
胰腺囊性纤维性变,消化内科
移植物抗宿主病,内科
移植物抗宿主病,消化内科
炎性肠病性关...,内科
炎性肠病性关...,消化内科
药物性食管炎,内科
药物性食管炎,消化内科
硬化剂治疗引...,内科
硬化剂治疗引...,消化内科
胰腺炎,内科
胰腺炎,消化内科
原发性小肠淋...,内科
原发性小肠淋...,消化内科
原发性小肠溃疡,内科
原发性小肠溃疡,消化内科
重度脂肪肝,内科
重度脂肪肝,消化内科
蜘蛛痣,内科
蜘蛛痣,消化内科
中度脂肪肝,内科
中度脂肪肝,消化内科
中毒性细菌性痢疾,内科
中毒性细菌性痢疾,消化内科
Zieve综合征,内科
Zieve综合征,消化内科
自身免疫性肝硬化,内科
自身免疫性肝硬化,消化内科
致死性肝内胆...,内科
致死性肝内胆...,消化内科
自身免疫性胰腺炎,内科
自身免疫性胰腺炎,消化内科
直肠炎,内科
直肠炎,消化内科
志贺菌病,内科
志贺菌病,消化内科
真菌性肠炎,内科
真菌性肠炎,消化内科
卓－艾氏综合征,内科
卓－艾氏综合征,消化内科
冠状动脉供血不足,内科
冠状动脉供血不足,心内科
心房颤动,内科
心房颤动,心内科
急性冠脉综合征,内科
急性冠脉综合征,心内科
窦性心动过缓,内科
窦性心动过缓,心内科
高血压性心脏病,内科
高血压性心脏病,心内科
高脂血症,内科
高脂血症,心内科
室性心律失常,内科
室性心律失常,心内科
恶性高血压,内科
恶性高血压,心内科
心血管疾病,内科
心血管疾病,心内科
右束支传导阻滞,内科
右束支传导阻滞,心内科
老年人低血压,内科
老年人低血压,心内科
双主动脉弓,内科
双主动脉弓,心内科
埃布斯坦综合征,内科
埃布斯坦综合征,心内科
阿-斯综合征,内科
阿-斯综合征,心内科
病毒性心肌炎,内科
病毒性心肌炎,心内科
病态窦房结综合征,内科
病态窦房结综合征,心内科
β受体亢进症,内科
β受体亢进症,心内科
白大衣高血压,内科
白大衣高血压,心内科
变异型心绞痛,内科
变异型心绞痛,心内科
变异型预激综合征,内科
变异型预激综合征,心内科
不稳定型心绞痛,内科
不稳定型心绞痛,心内科
白喉性心肌炎,内科
白喉性心肌炎,心内科
充血性心力衰竭,内科
充血性心力衰竭,心内科
持续性交接区...,内科
持续性交接区...,心内科
猝死型冠心病,内科
猝死型冠心病,心内科
长Q-T间期综合征,内科
长Q-T间期综合征,心内科
动脉粥样硬化,内科
动脉粥样硬化,心内科
大动脉炎,内科
大动脉炎,心内科
窦房传导阻滞,内科
窦房传导阻滞,心内科
窦房折返性心动过速,内科
窦房折返性心动过速,心内科
窦室传导,内科
窦室传导,心内科
窦性期前收缩,内科
窦性期前收缩,心内科
短P-R综合征,内科
短P-R综合征,心内科
多源性房性心动过速,内科
多源性房性心动过速,心内科
淀粉样变心肌病,内科
淀粉样变心肌病,心内科
典型预激综合征,内科
典型预激综合征,心内科
窦性心律失常,内科
窦性心律失常,心内科
二尖瓣关闭不全,内科
二尖瓣关闭不全,心内科
二尖瓣脱垂综合征,内科
二尖瓣脱垂综合征,心内科
二尖瓣环钙化,内科
二尖瓣环钙化,心内科
二尖瓣和主动...,内科
二尖瓣和主动...,心内科
恶性萎缩性丘疹病,内科
恶性萎缩性丘疹病,心内科
二度房室传导阻滞,内科
二度房室传导阻滞,心内科
二尖瓣、主动...,内科
二尖瓣、主动...,心内科
二尖瓣闭锁不全,内科
二尖瓣闭锁不全,心内科
妇产科静脉血栓病,内科
妇产科静脉血栓病,心内科
房室结折返性...,内科
房室结折返性...,心内科
腹主动脉缩窄,内科
腹主动脉缩窄,心内科
放射性心包炎,内科
放射性心包炎,心内科
放射性心脏损害,内科
放射性心脏损害,心内科
非阵发性窦性...,内科
非阵发性窦性...,心内科
非阵发性交接...,内科
非阵发性交接...,心内科
肥胖性心肌病,内科
肥胖性心肌病,心内科
肺动脉高压,内科
肺动脉高压,心内科
肺血管炎,内科
肺血管炎,心内科
房室交接区性...,内科
房室交接区性...,心内科
非特异性系统...,内科
非特异性系统...,心内科
过敏性血管炎,内科
过敏性血管炎,心内科
冠状动脉瘤,内科
冠状动脉瘤,心内科
高动力性循环,内科
高动力性循环,心内科
高度房室传导阻滞,内科
高度房室传导阻滞,心内科
冠状动脉粥样...,内科
冠状动脉粥样...,心内科
冠状动脉异常...,内科
冠状动脉异常...,心内科
高血压性心肌病,内科
高血压性心肌病,心内科
冠心病,内科
冠心病,心内科
获得性免疫缺...,内科
获得性免疫缺...,心内科
混合型慢性高原病,内科
混合型慢性高原病,心内科
颈动脉狭窄,内科
颈动脉狭窄,心内科
继发性高血压,内科
继发性高血压,心内科
急性右侧心力衰竭,内科
急性右侧心力衰竭,心内科
甲状腺功能减...,内科
甲状腺功能减...,心内科
结核性心包炎,内科
结核性心包炎,心内科
家族性混合型...,内科
家族性混合型...,心内科
急性特发性心包炎,内科
急性特发性心包炎,心内科
颈动脉盗血综合征,内科
颈动脉盗血综合征,心内科
急性肺源性心脏病,内科
急性肺源性心脏病,心内科
急性左侧心力衰竭,内科
急性左侧心力衰竭,心内科
加速性房性逸搏心律,内科
加速性房性逸搏心律,心内科
扩张型心肌病,内科
扩张型心肌病,心内科
克山病,内科
克山病,心内科
老年人高血压,内科
老年人高血压,心内科
老年人心脏猝死,内科
老年人心脏猝死,心内科
老年人病态窦...,内科
老年人病态窦...,心内科
老年人血管性痴呆,内科
老年人血管性痴呆,心内科
老年静脉血栓症,内科
老年静脉血栓症,心内科
老年人肺栓塞,内科
老年人肺栓塞,心内科
老年人高脂血症,内科
老年人高脂血症,心内科
老年人甲亢性心脏病,内科
老年人甲亢性心脏病,心内科
老年人不稳定...,内科
老年人不稳定...,心内科
老年人腹主动脉瘤,内科
老年人腹主动脉瘤,心内科
老年人肺心病,内科
老年人肺心病,心内科
慢性心功能不全,内科
慢性心功能不全,心内科
马方综合征,内科
马方综合征,心内科
慢性自律性房...,内科
慢性自律性房...,心内科
慢性肺源性心脏病,内科
慢性肺源性心脏病,心内科
慢性心包炎,内科
慢性心包炎,心内科
慢性心力衰竭,内科
慢性心力衰竭,心内科
梅毒性心血管病,内科
梅毒性心血管病,心内科
尿毒症性心包炎,内科
尿毒症性心包炎,心内科
颞动脉炎,内科
颞动脉炎,心内科
难治性心力衰竭,内科
难治性心力衰竭,心内科
尿毒症性心肌病,内科
尿毒症性心肌病,心内科
全身性特发性...,内科
全身性特发性...,心内科
缺血性心肌病,内科
缺血性心肌病,心内科
起搏器综合征,内科
起搏器综合征,心内科
青年心肌梗死,内科
青年心肌梗死,心内科
缺血性多形性...,内科
缺血性多形性...,心内科
乳头肌功能不全,内科
乳头肌功能不全,心内科
妊娠高血压疾病,内科
妊娠高血压疾病,心内科
妊娠性心肌梗死,内科
妊娠性心肌梗死,心内科
三高症,内科
三高症,心内科
室性逸搏及室...,内科
室性逸搏及室...,心内科
手足发绀症,内科
手足发绀症,心内科
三尖瓣关闭不全,内科
三尖瓣关闭不全,心内科
肾实质性高血压,内科
肾实质性高血压,心内科
升主动脉瘤,内科
升主动脉瘤,心内科
双向性室性心动过速,内科
双向性室性心动过速,心内科
双分支阻滞,内科
双分支阻滞,心内科
双侧束支传导阻滞,内科
双侧束支传导阻滞,心内科
束支折返性室...,内科
束支折返性室...,心内科
特发性心室颤动,内科
特发性心室颤动,心内科
痛风性心肌病,内科
痛风性心肌病,心内科
糖尿病心肌病,内科
糖尿病心肌病,心内科
特发性室性心动过速,内科
特发性室性心动过速,心内科
特异性心肌病,内科
特异性心肌病,心内科
无痛性心肌梗死,内科
无痛性心肌梗死,心内科
完全性房室传导阻滞,内科
完全性房室传导阻滞,心内科
稳定型心绞痛,内科
稳定型心绞痛,心内科
无症状型心肌缺血,内科
无症状型心肌缺血,心内科
完全性大动脉转位,内科
完全性大动脉转位,心内科
心血管疾病伴...,内科
心血管疾病伴...,心内科
心内膜炎,内科
心内膜炎,心内科
心房扑动,内科
心房扑动,心内科
细菌性心内膜炎,内科
细菌性心内膜炎,心内科
心包炎,内科
心包炎,心内科
心脏瓣膜病,内科
心脏瓣膜病,心内科
心包囊肿与心包憩室,内科
心包囊肿与心包憩室,心内科
细菌性心包炎,内科
细菌性心包炎,心内科
X综合征,内科
X综合征,心内科
心房内传导阻滞,内科
心房内传导阻滞,心内科
原发性直立性低血压,内科
原发性直立性低血压,心内科
一度房室传导阻滞,内科
一度房室传导阻滞,心内科
右心房与下腔...,内科
右心房与下腔...,心内科
原发性肺动脉高压,内科
原发性肺动脉高压,心内科
右室心肌梗死,内科
右室心肌梗死,心内科
原发性心脏横...,内科
原发性心脏横...,心内科
药物性心肌病,内科
药物性心肌病,心内科
预激综合征,内科
预激综合征,心内科
永存动脉干,内科
永存动脉干,心内科
亚急性感染性...,内科
亚急性感染性...,心内科
原发性高血压,内科
原发性高血压,心内科
左束支传导阻滞,内科
左束支传导阻滞,心内科
早期复极综合征,内科
早期复极综合征,心内科
左前分支传导阻滞,内科
左前分支传导阻滞,心内科
周围动脉栓塞,内科
周围动脉栓塞,心内科
致心律失常性...,内科
致心律失常性...,心内科
直立性低血压,内科
直立性低血压,心内科
肿瘤性心包炎,内科
肿瘤性心包炎,心内科
自律性房性心动过速,内科
自律性房性心动过速,心内科
左后分支传导阻滞,内科
左后分支传导阻滞,心内科
左束支中隔支...,内科
左束支中隔支...,心内科
主动脉瓣闭锁不全,内科
主动脉瓣闭锁不全,心内科
左心房心律,内科
左心房心律,心内科
血毒,内科
血毒,血液科
血稠,内科
血稠,血液科
血小板减少性紫癜,内科
血小板减少性紫癜,血液科
血瘀体质,内科
血瘀体质,血液科
血液病,内科
血液病,血液科
低钙血症,内科
低钙血症,血液科
溶血性黄疸,内科
溶血性黄疸,血液科
营养性贫血,内科
营养性贫血,血液科
老年人原发性...,内科
老年人原发性...,血液科
小细胞低色素性贫血,内科
小细胞低色素性贫血,血液科
老年人多发性骨髓瘤,内科
老年人多发性骨髓瘤,血液科
血栓形成,内科
血栓形成,血液科
α-贮存池病,内科
α-贮存池病,血液科
白细胞减少症,内科
白细胞减少症,血液科
B链球菌群感染,内科
B链球菌群感染,血液科
白细胞葡萄糖...,内科
白细胞葡萄糖...,血液科
δ-贮存池病,内科
δ-贮存池病,血液科
不稳定血红蛋白病,内科
不稳定血红蛋白病,血液科
播散性血管内凝血,内科
播散性血管内凝血,血液科
丙酮酸激酶缺乏症,内科
丙酮酸激酶缺乏症,血液科
闭塞性动脉硬化,内科
闭塞性动脉硬化,血液科
白血病肾损害,内科
白血病肾损害,血液科
白血病伴发的...,内科
白血病伴发的...,血液科
暴发性紫癜,内科
暴发性紫癜,血液科
白血病性咽峡炎,内科
白血病性咽峡炎,血液科
Castle...,内科
Castle...,血液科
传染性淋巴细...,内科
传染性淋巴细...,血液科
成人型慢性粒...,内科
成人型慢性粒...,血液科
成人T细胞白血病,内科
成人T细胞白血病,血液科
出血败血性巴...,内科
出血败血性巴...,血液科
出血性疾病,内科
出血性疾病,血液科
C5功能不全综合征,内科
C5功能不全综合征,血液科
创伤性心源性...,内科
创伤性心源性...,血液科
纯红细胞再生障碍,内科
纯红细胞再生障碍,血液科
充血性脾肿大,内科
充血性脾肿大,血液科
蚕豆病,内科
蚕豆病,血液科
单纯红细胞再...,内科
单纯红细胞再...,血液科
大颗粒淋巴细...,内科
大颗粒淋巴细...,血液科
低增生性急性白血病,内科
低增生性急性白血病,血液科
窦性组织细胞...,内科
窦性组织细胞...,血液科
淀粉样变性,内科
淀粉样变性,血液科
地霉菌病,内科
地霉菌病,血液科
单核细胞白血病,内科
单核细胞白血病,血液科
多发性骨髓瘤,内科
多发性骨髓瘤,血液科
地中海贫血,内科
地中海贫血,血液科
低钙血症和低镁血症,内科
低钙血症和低镁血症,血液科
DF-2败血...,内科
DF-2败血...,血液科
恶性组织细胞病,内科
恶性组织细胞病,血液科
恶性淋巴瘤,内科
恶性淋巴瘤,血液科
反应性浆细胞增多症,内科
反应性浆细胞增多症,血液科
肥大细胞白血病,内科
肥大细胞白血病,血液科
肺嗜酸性粒细...,内科
肺嗜酸性粒细...,血液科
风湿病性贫血,内科
风湿病性贫血,血液科
反应性组织细...,内科
反应性组织细...,血液科
骨髓病性贫血,内科
骨髓病性贫血,血液科
高免疫球蛋白...,内科
高免疫球蛋白...,血液科
骨髓痨性贫血,内科
骨髓痨性贫血,血液科
感染性血小板...,内科
感染性血小板...,血液科
杆菌性上皮样...,内科
杆菌性上皮样...,血液科
高原红细胞增多症,内科
高原红细胞增多症,血液科
感染性疾病所致贫血,内科
感染性疾病所致贫血,血液科
肝素诱导性血...,内科
肝素诱导性血...,血液科
过敏性紫癜肾炎,内科
过敏性紫癜肾炎,血液科
肝脏疾病所致贫血,内科
肝脏疾病所致贫血,血液科
高温引起的溶...,内科
高温引起的溶...,血液科
骨髓-胰腺综合征,内科
骨髓-胰腺综合征,血液科
获得性血小板...,内科
获得性血小板...,血液科
红细胞生成性卟啉病,内科
红细胞生成性卟啉病,血液科
获得性循环抗...,内科
获得性循环抗...,血液科
获得性维生素...,内科
获得性维生素...,血液科
混合型卟啉病,内科
混合型卟啉病,血液科
坏死性结节病...,内科
坏死性结节病...,血液科
红细胞生成性...,内科
红细胞生成性...,血液科
海绵状血管瘤...,内科
海绵状血管瘤...,血液科
霍奇金病,内科
霍奇金病,血液科
霍奇金淋巴瘤,内科
霍奇金淋巴瘤,血液科
获得性循坏抗...,内科
获得性循坏抗...,血液科
获得性血友病,内科
获得性血友病,血液科
急性粒细胞性白血病,内科
急性粒细胞性白血病,血液科
继发性白血病,内科
继发性白血病,血液科
继发性皮肤滤...,内科
继发性皮肤滤...,血液科
急性间歇性卟啉病,内科
急性间歇性卟啉病,血液科
浆细胞白血病,内科
浆细胞白血病,血液科
继发性红细胞增多症,内科
继发性红细胞增多症,血液科
急性淋巴细胞白血病,内科
急性淋巴细胞白血病,血液科
继发性血小板增多症,内科
继发性血小板增多症,血液科
吉特林综合征,内科
吉特林综合征,血液科
继发于严重肝...,内科
继发于严重肝...,血液科
家族性红细胞增多症,内科
家族性红细胞增多症,血液科
荚膜组织胞浆菌病,内科
荚膜组织胞浆菌病,血液科
抗活化的蛋白C症,内科
抗活化的蛋白C症,血液科
口形红细胞增多症,内科
口形红细胞增多症,血液科
溃疡分枝杆菌感染,内科
溃疡分枝杆菌感染,血液科
堪萨斯分枝杆菌感染,内科
堪萨斯分枝杆菌感染,血液科
老年人霍奇金淋巴瘤,内科
老年人霍奇金淋巴瘤,血液科
老年人白细胞...,内科
老年人白细胞...,血液科
绿脓假单胞菌属感染,内科
绿脓假单胞菌属感染,血液科
老年人慢性疾...,内科
老年人慢性疾...,血液科
老年性紫癜,内科
老年性紫癜,血液科
镰状细胞性肾病,内科
镰状细胞性肾病,血液科
老烂腿,内科
老烂腿,血液科
镰状细胞贫血,内科
镰状细胞贫血,血液科
老年人慢性粒...,内科
老年人慢性粒...,血液科
老年人再生障...,内科
老年人再生障...,血液科
慢性疾病的贫血,内科
慢性疾病的贫血,血液科
慢性髓细胞白血病,内科
慢性髓细胞白血病,血液科
毛细胞白血病,内科
毛细胞白血病,血液科
毛霉病,内科
毛霉病,血液科
毛细血管扩张...,内科
毛细血管扩张...,血液科
慢性酒中毒,内科
慢性酒中毒,血液科
梅勒尼坏疽,内科
梅勒尼坏疽,血液科
毛孢子菌病,内科
毛孢子菌病,血液科
嘧啶5′-核...,内科
嘧啶5′-核...,血液科
慢性肾性贫血,内科
慢性肾性贫血,血液科
马尔尼菲青霉病,内科
马尔尼菲青霉病,血液科
慢性淋巴细胞白血病,内科
慢性淋巴细胞白血病,血液科
尼兹诺夫综合征,内科
尼兹诺夫综合征,血液科
脑膜炎球菌血症,内科
脑膜炎球菌血症,血液科
脓毒症和菌血症,内科
脓毒症和菌血症,血液科
贫血,内科
贫血,血液科
皮下脂膜炎性...,内科
皮下脂膜炎性...,血液科
皮肤淋巴肉芽肿病,内科
皮肤淋巴肉芽肿病,血液科
皮肤白血病,内科
皮肤白血病,血液科
葡萄糖磷酸异...,内科
葡萄糖磷酸异...,血液科
贫血伴发的精神障碍,内科
贫血伴发的精神障碍,血液科
佩吉特病样网...,内科
佩吉特病样网...,血液科
葡萄糖-6-...,内科
葡萄糖-6-...,血液科
脾功能亢进症,内科
脾功能亢进症,血液科
皮炎芽生菌,内科
皮炎芽生菌,血液科
缺铁性贫血,内科
缺铁性贫血,血液科
铅中毒引起的...,内科
铅中毒引起的...,血液科
青霉病,内科
青霉病,血液科
轻链病与轻链沉积病,内科
轻链病与轻链沉积病,血液科
溶血过度所致贫血,内科
溶血过度所致贫血,血液科
溶血性贫血,内科
溶血性贫血,血液科
溶血尿毒症综合征,内科
溶血尿毒症综合征,血液科
Rh血型不合溶血病,内科
Rh血型不合溶血病,血液科
肉芽肿性松弛皮肤,内科
肉芽肿性松弛皮肤,血液科
输血后血小板...,内科
输血后血小板...,血液科
伤口肉毒症,内科
伤口肉毒症,血液科
髓单核细胞白血病,内科
髓单核细胞白血病,血液科
嗜碱性粒细胞增多症,内科
嗜碱性粒细胞增多症,血液科
砷化氢引起的...,内科
砷化氢引起的...,血液科
神经系统结节病,内科
神经系统结节病,血液科
嗜酸粒细胞增多症,内科
嗜酸粒细胞增多症,血液科
嗜酸性粒细胞白血病,内科
嗜酸性粒细胞白血病,血液科
松毛虫性骨关节炎,内科
松毛虫性骨关节炎,血液科
嗜碱性粒细胞白血病,内科
嗜碱性粒细胞白血病,血液科
嗜酸性细胞增多症,内科
嗜酸性细胞增多症,血液科
塞泽里综合征,内科
塞泽里综合征,血液科
特发性高嗜酸...,内科
特发性高嗜酸...,血液科
特发性血小板...,内科
特发性血小板...,血液科
铁利用性贫血,内科
铁利用性贫血,血液科
同种免疫性新...,内科
同种免疫性新...,血液科
特发性迟发性...,内科
特发性迟发性...,血液科
特发性嗜酸性...,内科
特发性嗜酸性...,血液科
铜中毒引起的...,内科
铜中毒引起的...,血液科
痛性青紫综合征,内科
痛性青紫综合征,血液科
无胆色素尿性...,内科
无胆色素尿性...,血液科
维生素K缺乏病,内科
维生素K缺乏病,血液科
温抗体型自身...,内科
温抗体型自身...,血液科
维斯科特-奥...,内科
维斯科特-奥...,血液科
微血管病性溶...,内科
微血管病性溶...,血液科
蜈蚣蜇伤,内科
蜈蚣蜇伤,血液科
小儿白血病,内科
小儿白血病,血液科
血红蛋白E病,内科
血红蛋白E病,血液科
血清病和血清...,内科
血清病和血清...,血液科
血友病甲,内科
血友病甲,血液科
血小板促凝活性异常,内科
血小板促凝活性异常,血液科
药物免疫性血...,内科
药物免疫性血...,血液科
遗传性球形红...,内科
遗传性球形红...,血液科
药物相关性免...,内科
药物相关性免...,血液科
移植后淋巴增...,内科
移植后淋巴增...,血液科
原发性骨髓纤维化,内科
原发性骨髓纤维化,血液科
异常γ-球蛋白血症,内科
异常γ-球蛋白血症,血液科
遗传性异常纤...,内科
遗传性异常纤...,血液科
遗传性纤维蛋...,内科
遗传性纤维蛋...,血液科
遗传性椭圆形...,内科
遗传性椭圆形...,血液科
遗传性铁粒幼...,内科
遗传性铁粒幼...,血液科
遗传性凝血因...,内科
遗传性凝血因...,血液科
中性粒细胞增多症,内科
中性粒细胞增多症,血液科
中性粒细胞减少症,内科
中性粒细胞减少症,血液科
组织细胞坏死...,内科
组织细胞坏死...,血液科
阵发性睡眠性...,内科
阵发性睡眠性...,血液科
珠蛋白生成障...,内科
珠蛋白生成障...,血液科
重链病,内科
重链病,血液科
中枢神经系统白血病,内科
中枢神经系统白血病,血液科
中毒性高铁血...,内科
中毒性高铁血...,血液科
中性白(粒)...,内科
中性白(粒)...,血液科
中毒性紫癜,内科
中毒性紫癜,血液科
阵发性冷性血...,内科
阵发性冷性血...,血液科
真性红细胞增多症,内科
真性红细胞增多症,血液科
老年人糖尿病,内科
老年人糖尿病,内分泌科
甲状腺炎,内科
甲状腺炎,内分泌科
高甘油三酯血症,内科
高甘油三酯血症,内分泌科
内分泌病,内科
内分泌病,内分泌科
甲状腺弥漫性病变,内科
甲状腺弥漫性病变,内分泌科
肾性水肿,内科
肾性水肿,内分泌科
甲状腺功能亢...,内科
甲状腺功能亢...,内分泌科
肢端肥大症,内科
肢端肥大症,内分泌科
发育迟缓,内科
发育迟缓,内分泌科
糖尿病和高血压,内科
糖尿病和高血压,内分泌科
甲状腺疾病,内科
甲状腺疾病,内分泌科
ADH分泌过...,内科
ADH分泌过...,内分泌科
闭经溢乳综合征,内科
闭经溢乳综合征,内分泌科
伴纤维囊性骨...,内科
伴纤维囊性骨...,内分泌科
成人全垂体功能减退,内科
成人全垂体功能减退,内分泌科
产后甲状腺炎,内科
产后甲状腺炎,内分泌科
垂体危象与垂体卒中,内科
垂体危象与垂体卒中,内分泌科
垂体性矮小病,内科
垂体性矮小病,内分泌科
垂体卒中,内科
垂体卒中,内分泌科
催乳素瘤,内科
催乳素瘤,内分泌科
垂体前叶机能减退症,内科
垂体前叶机能减退症,内分泌科
成人型女性乳...,内科
成人型女性乳...,内分泌科
代谢综合征,内科
代谢综合征,内分泌科
毒性结节性甲状腺肿,内科
毒性结节性甲状腺肿,内分泌科
倒经,内科
倒经,内分泌科
地方性甲状腺肿,内科
地方性甲状腺肿,内分泌科
地方性克汀病,内科
地方性克汀病,内分泌科
碘源性甲亢,内科
碘源性甲亢,内分泌科
低血糖综合征,内科
低血糖综合征,内分泌科
丹吉尔病,内科
丹吉尔病,内分泌科
蛋白质-热能...,内科
蛋白质-热能...,内分泌科
低血糖,内科
低血糖,内分泌科
低钾血症肾病,内科
低钾血症肾病,内分泌科
低血糖症,内科
低血糖症,内分泌科
放射性甲状腺炎,内科
放射性甲状腺炎,内分泌科
肥胖性生殖无...,内科
肥胖性生殖无...,内分泌科
非甲状腺性的...,内科
非甲状腺性的...,内分泌科
肥胖症,内科
肥胖症,内分泌科
非酮症高血糖...,内科
非酮症高血糖...,内分泌科
过劳死,内科
过劳死,内分泌科
高尿酸血症肾病,内科
高尿酸血症肾病,内分泌科
高胰岛素血症,内科
高胰岛素血症,内分泌科
干燥综合征神...,内科
干燥综合征神...,内分泌科
功能性下丘脑性闭经,内科
功能性下丘脑性闭经,内分泌科
高脂蛋白血症Ⅴ型,内科
高脂蛋白血症Ⅴ型,内分泌科
高渗性非酮症...,内科
高渗性非酮症...,内分泌科
戈谢病,内科
戈谢病,内分泌科
高钙血症肾病,内科
高钙血症肾病,内分泌科
高碘性甲状腺肿,内科
高碘性甲状腺肿,内分泌科
汗证,内科
汗证,内分泌科
黄瘤,内科
黄瘤,内分泌科
获得性高脂蛋白血症,内科
获得性高脂蛋白血症,内分泌科
II型糖尿病,内科
II型糖尿病,内分泌科
I型糖尿病,内科
I型糖尿病,内分泌科
甲状腺囊肿,内科
甲状腺囊肿,内分泌科
甲状旁腺功能亢进,内科
甲状旁腺功能亢进,内分泌科
急性化脓性甲状腺炎,内科
急性化脓性甲状腺炎,内分泌科
甲状腺结节钙化,内科
甲状腺结节钙化,内分泌科
颈淋巴结结核,内科
颈淋巴结结核,内分泌科
甲亢合并妊娠,内科
甲亢合并妊娠,内分泌科
抗利尿激素分...,内科
抗利尿激素分...,内分泌科
库欣综合征,内科
库欣综合征,内分泌科
克兰费尔特综合征,内科
克兰费尔特综合征,内分泌科
空鞍综合征,内科
空鞍综合征,内分泌科
老年人肥胖症,内科
