disease_name,department_name
先天性肾病综合征,肾内科
隐匿性肾小球肾炎,内科
隐匿性肾小球肾炎,肾内科
遗传性肾炎,内科
遗传性肾炎,肾内科
远端肾小管性酸中毒,内科
远端肾小管性酸中毒,肾内科
原发性单克隆...,内科
原发性单克隆...,肾内科
原发性小血管...,内科
原发性小血管...,肾内科
原发性IgA肾病,内科
原发性IgA肾病,肾内科
腰痛-血尿综合征,内科
腰痛-血尿综合征,肾内科
指甲-髌骨综合征,内科
指甲-髌骨综合征,肾内科
真菌性尿路感染,内科
真菌性尿路感染,肾内科
中毒性肾病,内科
中毒性肾病,肾内科
紫癜性肾炎,内科
紫癜性肾炎,肾内科
镇痛剂肾病,内科
镇痛剂肾病,肾内科
脂蛋白肾小球病,内科
脂蛋白肾小球病,肾内科
造影剂肾病,内科
造影剂肾病,肾内科
支原体尿路感染,内科
支原体尿路感染,肾内科
多肌炎,内科
多肌炎,风湿免疫科
脊柱关节炎,内科
脊柱关节炎,风湿免疫科
老年人骨关节炎,内科
老年人骨关节炎,风湿免疫科
风湿性疾病,内科
风湿性疾病,风湿免疫科
斯蒂尔病,内科
斯蒂尔病,风湿免疫科
韦格纳肉芽肿,内科
韦格纳肉芽肿,风湿免疫科
系统性红斑狼...,内科
系统性红斑狼...,风湿免疫科
痛风石,内科
痛风石,风湿免疫科
慢性皮肤粘膜...,内科
慢性皮肤粘膜...,风湿免疫科
复发性多软骨炎性,内科
复发性多软骨炎性,风湿免疫科
吞噬功能缺陷病,内科
吞噬功能缺陷病,风湿免疫科
抗体免疫缺陷病,内科
抗体免疫缺陷病,风湿免疫科
Austin...,内科
Austin...,风湿免疫科
埃莱尔-当洛综合征,内科
埃莱尔-当洛综合征,风湿免疫科
Behcet病,内科
Behcet病,风湿免疫科
变应性皮肤结...,内科
变应性皮肤结...,风湿免疫科
白塞综合征,内科
白塞综合征,风湿免疫科
白塞病,内科
白塞病,风湿免疫科
白塞病性巩膜炎,内科
白塞病性巩膜炎,风湿免疫科
播散性嗜酸粒...,内科
播散性嗜酸粒...,风湿免疫科
布氏杆菌性关节炎,内科
布氏杆菌性关节炎,风湿免疫科
白塞病伴发的...,内科
白塞病伴发的...,风湿免疫科
产后风湿,内科
产后风湿,风湿免疫科
成人斯蒂尔病,内科
成人斯蒂尔病,风湿免疫科
迟发性低丙球血症,内科
迟发性低丙球血症,风湿免疫科
CM1神经节...,内科
CM1神经节...,风湿免疫科
成人类风湿性...,内科
成人类风湿性...,风湿免疫科
淀粉样变性周...,内科
淀粉样变性周...,风湿免疫科
多发性肌炎和...,内科
多发性肌炎和...,风湿免疫科
弹性假黄瘤,内科
弹性假黄瘤,风湿免疫科
多发性肌炎-皮肌炎,内科
多发性肌炎-皮肌炎,风湿免疫科
多中心性网状...,内科
多中心性网状...,风湿免疫科
淀粉样变病,内科
淀粉样变病,风湿免疫科
多发性肌炎,内科
多发性肌炎,风湿免疫科
多发性大动脉炎,内科
多发性大动脉炎,风湿免疫科
大骨节病,内科
大骨节病,风湿免疫科
Ehler-...,内科
Ehler-...,风湿免疫科
二水焦磷酸钙...,内科
二水焦磷酸钙...,风湿免疫科
Ⅱ型免疫母细...,内科
Ⅱ型免疫母细...,风湿免疫科
复发性多软骨...,内科
复发性多软骨...,风湿免疫科
风湿骨病,内科
风湿骨病,风湿免疫科
风湿性血管炎,内科
风湿性血管炎,风湿免疫科
风湿病,内科
风湿病,风湿免疫科
复发性皮肤坏...,内科
复发性皮肤坏...,风湿免疫科
费尔蒂综合征,内科
费尔蒂综合征,风湿免疫科
风湿性边缘性红斑,内科
风湿性边缘性红斑,风湿免疫科
肥大细胞增多症,内科
肥大细胞增多症,风湿免疫科
风湿性多肌痛,内科
风湿性多肌痛,风湿免疫科
风湿性舞蹈病,内科
风湿性舞蹈病,风湿免疫科
甘露糖苷贮积症,内科
甘露糖苷贮积症,风湿免疫科
过敏性哮喘,内科
过敏性哮喘,风湿免疫科
高尿酸血症,内科
高尿酸血症,风湿免疫科
干燥综合征,内科
干燥综合征,风湿免疫科
肝炎病毒相关风湿病,内科
肝炎病毒相关风湿病,风湿免疫科
过敏性血管炎...,内科
过敏性血管炎...,风湿免疫科
过敏性肉芽肿...,内科
过敏性肉芽肿...,风湿免疫科
红斑狼疮,内科
红斑狼疮,风湿免疫科
混合结缔组织病,内科
混合结缔组织病,风湿免疫科
寒冷性脂膜炎,内科
寒冷性脂膜炎,风湿免疫科
混合性结缔组织病,内科
混合性结缔组织病,风湿免疫科
回归热型结节...,内科
回归热型结节...,风湿免疫科
Ⅰ型免疫母细...,内科
Ⅰ型免疫母细...,风湿免疫科
巨细胞动脉炎,内科
巨细胞动脉炎,风湿免疫科
急性脂肪皮肤硬化症,内科
急性脂肪皮肤硬化症,风湿免疫科
结节性液化性脂膜炎,内科
结节性液化性脂膜炎,风湿免疫科
巨细胞动脉炎...,内科
巨细胞动脉炎...,风湿免疫科
结节性多动脉...,内科
结节性多动脉...,风湿免疫科
节段性透明性血管炎,内科
节段性透明性血管炎,风湿免疫科
家族性地中海热,内科
家族性地中海热,风湿免疫科
系统性红斑狼疮,内科
系统性红斑狼疮,风湿免疫科
急性淋巴管炎,内科
急性淋巴管炎,风湿免疫科
结节病,内科
结节病,风湿免疫科
结节性脂膜炎,内科
结节性脂膜炎,风湿免疫科
髋关节骨关节炎,内科
髋关节骨关节炎,风湿免疫科
抗磷脂抗体综合征,内科
抗磷脂抗体综合征,风湿免疫科
科干综合征,内科
科干综合征,风湿免疫科
类风湿关节炎,内科
类风湿关节炎,风湿免疫科
老年人类风湿...,内科
老年人类风湿...,风湿免疫科
雷诺综合征,内科
雷诺综合征,风湿免疫科
雷诺病,内科
雷诺病,风湿免疫科
赖特综合征,内科
赖特综合征,风湿免疫科
狼疮肾炎,内科
狼疮肾炎,风湿免疫科
联合免疫缺陷病,内科
联合免疫缺陷病,风湿免疫科
类风湿性关节...,内科
类风湿性关节...,风湿免疫科
狼疮样综合征,内科
狼疮样综合征,风湿免疫科
赖特综合征性巩膜炎,内科
赖特综合征性巩膜炎,风湿免疫科
慢性黏膜皮肤...,内科
慢性黏膜皮肤...,风湿免疫科
慢性肉芽肿病,内科
慢性肉芽肿病,风湿免疫科
内湿,内科
内湿,风湿免疫科
黏多糖贮积症,内科
黏多糖贮积症,风湿免疫科
黏脂贮积症Ⅲ型,内科
黏脂贮积症Ⅲ型,风湿免疫科
黏脂贮积症Ⅱ型,内科
黏脂贮积症Ⅱ型,风湿免疫科
黏脂贮积症Ⅰ型,内科
黏脂贮积症Ⅰ型,风湿免疫科
黏多糖贮积症Ⅷ型,内科
黏多糖贮积症Ⅷ型,风湿免疫科
黏多糖贮积症Ⅶ型,内科
黏多糖贮积症Ⅶ型,风湿免疫科
黏多糖贮积症Ⅵ型,内科
黏多糖贮积症Ⅵ型,风湿免疫科
黏多糖贮积症Ⅴ型,内科
黏多糖贮积症Ⅴ型,风湿免疫科
黏多糖贮积症Ⅳ型,内科
黏多糖贮积症Ⅳ型,风湿免疫科
黏多糖贮积症Ⅲ型,内科
黏多糖贮积症Ⅲ型,风湿免疫科
黏多糖贮积症Ⅱ型,内科
黏多糖贮积症Ⅱ型,风湿免疫科
皮肌炎与多发性肌炎,内科
皮肌炎与多发性肌炎,风湿免疫科
皮肤黏膜淋巴...,内科
皮肤黏膜淋巴...,风湿免疫科
皮肌炎,内科
皮肌炎,风湿免疫科
盘状红斑狼疮,内科
盘状红斑狼疮,风湿免疫科
Poncet综合征,内科
Poncet综合征,风湿免疫科
皮肤白细胞破...,内科
皮肤白细胞破...,风湿免疫科
强直性脊柱炎,内科
强直性脊柱炎,风湿免疫科
羟磷灰石沉积病,内科
羟磷灰石沉积病,风湿免疫科
全身性红斑狼疮,内科
全身性红斑狼疮,风湿免疫科
强直性脊柱炎...,内科
强直性脊柱炎...,风湿免疫科
Reiter综合征,内科
Reiter综合征,风湿免疫科
热性嗜中性白...,内科
热性嗜中性白...,风湿免疫科
人免疫缺陷病...,内科
人免疫缺陷病...,风湿免疫科
色素性紫癜性...,内科
色素性紫癜性...,风湿免疫科
嗜酸性筋膜炎,内科
嗜酸性筋膜炎,风湿免疫科
Ⅳ型超敏反应性疾病,内科
Ⅳ型超敏反应性疾病,风湿免疫科
Ⅲ型超敏反应性疾病,内科
Ⅲ型超敏反应性疾病,风湿免疫科
食物变应性和...,内科
食物变应性和...,风湿免疫科
嗜酸性粒细胞...,内科
嗜酸性粒细胞...,风湿免疫科
特发性关节痛综合征,内科
特发性关节痛综合征,风湿免疫科
痛风,内科
痛风,风湿免疫科
痛风性关节炎,内科
痛风性关节炎,风湿免疫科
天冬氨酰葡萄...,内科
天冬氨酰葡萄...,风湿免疫科
微病毒B19...,内科
微病毒B19...,风湿免疫科
无肌病性皮肌炎,内科
无肌病性皮肌炎,风湿免疫科
物理性变应性,内科
物理性变应性,风湿免疫科
网状青斑和青...,内科
网状青斑和青...,风湿免疫科
韦格内肉芽肿,内科
韦格内肉芽肿,风湿免疫科
未分化结缔组织病,内科
未分化结缔组织病,风湿免疫科
血栓性静脉炎,内科
血栓性静脉炎,风湿免疫科
显微镜下多血管炎,内科
显微镜下多血管炎,风湿免疫科
纤维化综合征,内科
纤维化综合征,风湿免疫科
纤维肌痛综合征,内科
纤维肌痛综合征,风湿免疫科
系统性血管炎,内科
系统性血管炎,风湿免疫科
血管炎前期综合征,内科
血管炎前期综合征,风湿免疫科
先天性全丙种...,内科
先天性全丙种...,风湿免疫科
原发性免疫缺陷病,内科
原发性免疫缺陷病,风湿免疫科
游走性结节性脂膜炎,内科
游走性结节性脂膜炎,风湿免疫科
硬皮症伴发的...,内科
硬皮症伴发的...,风湿免疫科
遗传性高尿酸血症,内科
遗传性高尿酸血症,风湿免疫科
药物性狼疮,内科
药物性狼疮,风湿免疫科
岩藻糖苷贮积症,内科
岩藻糖苷贮积症,风湿免疫科
亚急性皮肤红斑狼疮,内科
亚急性皮肤红斑狼疮,风湿免疫科
硬肿症,内科
硬肿症,风湿免疫科
硬皮病,内科
硬皮病,风湿免疫科
Ⅰ型超敏反应性疾病,内科
Ⅰ型超敏反应性疾病,风湿免疫科
严重联合免疫缺陷病,内科
严重联合免疫缺陷病,风湿免疫科
药物过敏,内科
药物过敏,风湿免疫科
重叠综合征,内科
重叠综合征,风湿免疫科
组织细胞吞噬...,内科
组织细胞吞噬...,风湿免疫科
室管膜肿瘤,外科
室管膜肿瘤,神经外科
蛛网膜囊肿,外科
蛛网膜囊肿,神经外科
脑水肿,外科
脑水肿,神经外科
骶管囊肿,外科
骶管囊肿,神经外科
风湿免疫病,外科
风湿免疫病,神经外科
透明隔囊肿,外科
透明隔囊肿,神经外科
脑囊肿,外科
脑囊肿,神经外科
颅脑损伤,外科
颅脑损伤,神经外科
髓母细胞瘤,外科
髓母细胞瘤,神经外科
自发性蛛网膜...,外科
自发性蛛网膜...,神经外科
脑血栓形成,外科
脑血栓形成,神经外科
脊髓血管畸形,外科
脊髓血管畸形,神经外科
鞍结节脑膜瘤,外科
鞍结节脑膜瘤,神经外科
闭合性颅脑损伤,外科
闭合性颅脑损伤,神经外科
迟发性外伤性...,外科
迟发性外伤性...,神经外科
垂体腺瘤,外科
垂体腺瘤,神经外科
垂体瘤,外科
垂体瘤,神经外科
侧脑室肿瘤,外科
侧脑室肿瘤,神经外科
出血性脑卒中,外科
出血性脑卒中,神经外科
第三脑室肿瘤,外科
第三脑室肿瘤,神经外科
多发性脑膜瘤,外科
多发性脑膜瘤,神经外科
第四脑室肿瘤,外科
第四脑室肿瘤,神经外科
大脑大静脉瘤,外科
大脑大静脉瘤,神经外科
大脑凸面脑膜瘤,外科
大脑凸面脑膜瘤,神经外科
大脑镰旁脑膜瘤,外科
大脑镰旁脑膜瘤,神经外科
蝶骨嵴脑膜瘤,外科
蝶骨嵴脑膜瘤,神经外科
蝶窦恶性肿瘤,外科
蝶窦恶性肿瘤,神经外科
多发性颅内血肿,外科
多发性颅内血肿,神经外科
顶叶肿瘤,外科
顶叶肿瘤,神经外科
短颈畸形,外科
短颈畸形,神经外科
额叶肿瘤,外科
额叶肿瘤,神经外科
额叶癫痫,外科
额叶癫痫,神经外科
恶性脑膜瘤,外科
恶性脑膜瘤,神经外科
副肿瘤性边缘...,外科
副肿瘤性边缘...,神经外科
副肿瘤性小脑变性,外科
副肿瘤性小脑变性,神经外科
非火器性颅脑开放伤,外科
非火器性颅脑开放伤,神经外科
高位截瘫,外科
高位截瘫,神经外科
高颅压性脑积水,外科
高颅压性脑积水,神经外科
共济失调型脑瘫,外科
共济失调型脑瘫,神经外科
弓形体脑病,外科
弓形体脑病,神经外科
高血压性脑出血,外科
高血压性脑出血,神经外科
高血压脑出血,外科
高血压脑出血,神经外科
化脓性颅骨骨髓炎,外科
化脓性颅骨骨髓炎,神经外科
化脓性脑膜炎,外科
化脓性脑膜炎,神经外科
火器性颅脑损伤,外科
火器性颅脑损伤,神经外科
脊柱脊髓损伤,外科
脊柱脊髓损伤,神经外科
脊膜瘤,外科
脊膜瘤,神经外科
脊髓栓系综合征,外科
脊髓栓系综合征,神经外科
胶质母细胞瘤,外科
胶质母细胞瘤,神经外科
脊髓火器伤,外科
脊髓火器伤,神经外科
脊髓神经鞘瘤,外科
脊髓神经鞘瘤,神经外科
脊髓蛛网膜炎,外科
脊髓蛛网膜炎,神经外科
脊膜膨出与脊...,外科
脊膜膨出与脊...,神经外科
脊髓刃器伤,外科
脊髓刃器伤,神经外科
肌张力不全型脑瘫,外科
肌张力不全型脑瘫,神经外科
急性脑内血肿,外科
急性脑内血肿,神经外科
开放性颅脑损伤,外科
开放性颅脑损伤,神经外科
老年性慢性硬...,外科
老年性慢性硬...,神经外科
颅内肿瘤伴发...,外科
颅内肿瘤伴发...,神经外科
颅骨骨膜窦,外科
颅骨骨膜窦,神经外科
颅骨骨瘤,外科
颅骨骨瘤,神经外科
颅内脂肪瘤,外科
颅内脂肪瘤,神经外科
颅内高压综合征,外科
颅内高压综合征,神经外科
颅中窝脑膜瘤,外科
颅中窝脑膜瘤,神经外科
颅脑先天畸形,外科
颅脑先天畸形,神经外科
颅内肿瘤性出血,外科
颅内肿瘤性出血,神经外科
颅裂,外科
颅裂,神经外科
颅内生殖细胞瘤,外科
颅内生殖细胞瘤,神经外科
慢性硬脑膜下血肿,外科
慢性硬脑膜下血肿,神经外科
帽状腱膜下脓肿,外科
帽状腱膜下脓肿,神经外科
面神经损伤,外科
面神经损伤,神经外科
慢性硬脑膜外血肿,外科
慢性硬脑膜外血肿,神经外科
脉络丛乳头状瘤,外科
脉络丛乳头状瘤,神经外科
面肌抽搐,外科
面肌抽搐,神经外科
脑外伤后综合征,外科
脑外伤后综合征,神经外科
脑干损伤,外科
脑干损伤,神经外科
脑干肿瘤,外科
脑干肿瘤,神经外科
脑缺血性疾病,外科
脑缺血性疾病,神经外科
脑膜肉瘤,外科
脑膜肉瘤,神经外科
脑静脉畸形,外科
脑静脉畸形,神经外科
脑膨出,外科
脑膨出,神经外科
脑蛛网膜炎,外科
脑蛛网膜炎,神经外科
脑真菌性肉芽肿,外科
脑真菌性肉芽肿,神经外科
皮肤脑膜瘤,外科
皮肤脑膜瘤,神经外科
丘脑下部损伤,外科
丘脑下部损伤,神经外科
迁延性昏迷,外科
迁延性昏迷,神经外科
神经源性肿瘤,外科
神经源性肿瘤,神经外科
松果体细胞瘤,外科
松果体细胞瘤,神经外科
上皮样囊肿,外科
上皮样囊肿,神经外科
神经胶质瘤,外科
神经胶质瘤,神经外科
少枝胶质细胞...,外科
少枝胶质细胞...,神经外科
矢状窦旁脑膜瘤,外科
矢状窦旁脑膜瘤,神经外科
手足徐动性脑瘫,外科
手足徐动性脑瘫,神经外科
头皮撕脱伤,外科
头皮撕脱伤,神经外科
头皮血肿,外科
头皮血肿,神经外科
头皮损伤,外科
头皮损伤,神经外科
外伤后颅内积气,外科
外伤后颅内积气,神经外科
外伤性颈内动...,外科
外伤性颈内动...,神经外科
外伤性硬膜下积液,外科
外伤性硬膜下积液,神经外科
外伤性脑脓肿,外科
外伤性脑脓肿,神经外科
外伤性脑膜炎,外科
外伤性脑膜炎,神经外科
外伤性脑脊液漏,外科
外伤性脑脊液漏,神经外科
外伤性低颅内...,外科
外伤性低颅内...,神经外科
外伤性硬脑膜下积液,外科
外伤性硬脑膜下积液,神经外科
外伤后头痛,外科
外伤后头痛,神经外科
外伤后低颅压综合征,外科
外伤后低颅压综合征,神经外科
外伤后脑膨出,外科
外伤后脑膨出,神经外科
外伤后脑脂肪栓塞,外科
外伤后脑脂肪栓塞,神经外科
小脑扁桃体下疝畸形,外科
小脑扁桃体下疝畸形,神经外科
下肢神经损伤,外科
下肢神经损伤,神经外科
小脑幕脑膜瘤,外科
小脑幕脑膜瘤,神经外科
小脑扁桃体疝,外科
小脑扁桃体疝,神经外科
先天性肿瘤,外科
先天性肿瘤,神经外科
小脑扁桃体下疝,外科
小脑扁桃体下疝,神经外科
小脑脑桥角脑膜瘤,外科
小脑脑桥角脑膜瘤,神经外科
嗅沟脑膜瘤,外科
嗅沟脑膜瘤,神经外科
硬脊膜外脓肿,外科
硬脊膜外脓肿,神经外科
硬脑膜下脓肿,外科
硬脑膜下脓肿,神经外科
隐性脊柱裂,外科
隐性脊柱裂,神经外科
硬脑膜外脓肿,外科
硬脑膜外脓肿,神经外科
硬脑膜动静脉畸形,外科
硬脑膜动静脉畸形,神经外科
岩骨斜坡脑膜瘤,外科
岩骨斜坡脑膜瘤,神经外科
亚急性硬膜外血肿,外科
亚急性硬膜外血肿,神经外科
硬脑膜外和硬...,外科
硬脑膜外和硬...,神经外科
硬脑膜下血肿,外科
硬脑膜下血肿,神经外科
硬脊膜下脓肿,外科
硬脊膜下脓肿,神经外科
原发性脑干损伤,外科
原发性脑干损伤,神经外科
中枢神经细胞瘤,外科
中枢神经细胞瘤,神经外科
椎管内结核瘤,外科
椎管内结核瘤,神经外科
蛛网膜下腔出血,外科
蛛网膜下腔出血,神经外科
枕骨大孔脑膜瘤,外科
枕骨大孔脑膜瘤,神经外科
正常颅压脑积水,外科
正常颅压脑积水,神经外科
自发性脑室内出血,外科
自发性脑室内出血,神经外科
乳腺结节,外科
乳腺结节,普外科
浸润性乳腺癌,外科
浸润性乳腺癌,普外科
化脓性乳腺炎,外科
化脓性乳腺炎,普外科
小叶增生,外科
小叶增生,普外科
脉管炎,外科
脉管炎,普外科
乳腺囊肿,外科
乳腺囊肿,普外科
?N动脉陷迫综合征,外科
?N动脉陷迫综合征,普外科
血管炎,外科
血管炎,普外科
巨乳症,外科
巨乳症,普外科
外生殖器畸形,外科
外生殖器畸形,普外科
动静脉血管瘤,外科
动静脉血管瘤,普外科
毛细血管瘤,外科
毛细血管瘤,普外科
艾滋病人的急...,外科
艾滋病人的急...,普外科
闭塞性血栓性脉管炎,外科
闭塞性血栓性脉管炎,普外科
鼻窦创伤,外科
鼻窦创伤,普外科
包涵体肌炎,外科
包涵体肌炎,普外科
并指畸形,外科
并指畸形,普外科
变应性血管炎,外科
变应性血管炎,普外科
白线疝,外科
白线疝,普外科
闭合性脑外伤,外科
闭合性脑外伤,普外科
半月线疝,外科
半月线疝,普外科
闭孔疝,外科
闭孔疝,普外科
创伤性休克,外科
创伤性休克,普外科
成人腹股沟斜疝,外科
成人腹股沟斜疝,普外科
出血性休克和...,外科
出血性休克和...,普外科
肠系膜上动脉...,外科
肠系膜上动脉...,普外科
残胃平滑肌肉瘤,外科
残胃平滑肌肉瘤,普外科
肠石性肠梗阻,外科
肠石性肠梗阻,普外科
肠系膜裂孔疝,外科
肠系膜裂孔疝,普外科
肠扭转综合征,外科
肠扭转综合征,普外科
藏毛窦和藏毛囊肿,外科
藏毛窦和藏毛囊肿,普外科
肠系膜动脉瘤,外科
肠系膜动脉瘤,普外科
肠结,外科
肠结,普外科
虫证,外科
虫证,普外科
胆管肿瘤,外科
胆管肿瘤,普外科
大隐静脉曲张,外科
大隐静脉曲张,普外科
短肠综合征,外科
短肠综合征,普外科
胆肠内引流术后内疝,外科
胆肠内引流术后内疝,普外科
大网膜囊肿,外科
大网膜囊肿,普外科
钝挫伤,外科
钝挫伤,普外科
胆石性肠梗阻,外科
胆石性肠梗阻,普外科
第Ⅳ型脊髓血管畸形,外科
第Ⅳ型脊髓血管畸形,普外科
第Ⅱ、Ⅲ型脊...,外科
第Ⅱ、Ⅲ型脊...,普外科
多乳房,外科
多乳房,普外科
第Ⅰ型脊髓血管畸形,外科
第Ⅰ型脊髓血管畸形,普外科
腹股沟疝,外科
腹股沟疝,普外科
腹壁切口疝,外科
腹壁切口疝,普外科
腹腔室隔综合征,外科
腹腔室隔综合征,普外科
腹内疝,外科
腹内疝,普外科
腹膜后纤维化,外科
腹膜后纤维化,普外科
腹壁硬纤维瘤,外科
腹壁硬纤维瘤,普外科
腹股沟滑动性疝,外科
腹股沟滑动性疝,普外科
腹股沟滑动疝,外科
腹股沟滑动疝,普外科
腹腔干动脉瘤,外科
腹腔干动脉瘤,普外科
腹膜后疝,外科
腹膜后疝,普外科
腹直肌鞘内血肿,外科
腹直肌鞘内血肿,普外科
腹直肌自发性破裂,外科
腹直肌自发性破裂,普外科
膈上食管憩室,外科
膈上食管憩室,普外科
股疝,外科
股疝,普外科
髋关节滑囊炎,外科
髋关节滑囊炎,普外科
?N动脉破裂,外科
?N动脉破裂,普外科
肛门异物感,外科
肛门异物感,普外科
股动脉瘤,外科
股动脉瘤,普外科
?N动脉损伤,外科
?N动脉损伤,普外科
?N动脉瘤,外科
?N动脉瘤,普外科
?N血管陷迫综合征,外科
?N血管陷迫综合征,普外科
高镁血症,外科
高镁血症,普外科
髂静脉压迫综合征,外科
髂静脉压迫综合征,普外科
混合血管瘤,外科
混合血管瘤,普外科
坏疽性脓皮症,外科
坏疽性脓皮症,普外科
坏死性肠炎,外科
坏死性肠炎,普外科
环形胰腺,外科
环形胰腺,普外科
坏死性脉管炎,外科
坏死性脉管炎,普外科
喉部钝挫伤,外科
喉部钝挫伤,普外科
会阴疝,外科
会阴疝,普外科
环咽肌失弛缓症,外科
环咽肌失弛缓症,普外科
胡桃夹食管,外科
胡桃夹食管,普外科
蛔虫性肠梗阻,外科
蛔虫性肠梗阻,普外科
横结肠扭转,外科
横结肠扭转,普外科
甲状腺肿瘤,外科
甲状腺肿瘤,普外科
棘间韧带损伤,外科
棘间韧带损伤,普外科
结直肠损伤,外科
结直肠损伤,普外科
结节性硬化,外科
结节性硬化,普外科
结肠血管扩张症,外科
结肠血管扩张症,普外科
结肠息肉和息肉病,外科
结肠息肉和息肉病,普外科
结直肠血管瘤,外科
结直肠血管瘤,普外科
甲亢眼突,外科
甲亢眼突,普外科
经腹会阴直肠...,外科
经腹会阴直肠...,普外科
颈静脉球瘤,外科
颈静脉球瘤,普外科
溃疡病急性穿孔,外科
溃疡病急性穿孔,普外科
开放性脑外伤,外科
开放性脑外伤,普外科
开放性手外伤,外科
开放性手外伤,普外科
口腔血管瘤,外科
口腔血管瘤,普外科
克雷氏骨折,外科
克雷氏骨折,普外科
开放性骨折,外科
开放性骨折,普外科
淋巴病,外科
淋巴病,普外科
颅骨骨折,外科
颅骨骨折,普外科
老年人大肠肿瘤,外科
老年人大肠肿瘤,普外科
雷诺氏病,外科
雷诺氏病,普外科
淋巴水肿,外科
淋巴水肿,普外科
阑尾炎,外科
阑尾炎,普外科
老人腹股沟斜疝,外科
老人腹股沟斜疝,普外科
淋球菌性腹膜炎,外科
淋球菌性腹膜炎,普外科
老年人假膜性...,外科
老年人假膜性...,普外科
老年人急性阑尾炎,外科
老年人急性阑尾炎,普外科
老年人急腹症,外科
老年人急腹症,普外科
蓝氏贾第鞭毛虫病,外科
蓝氏贾第鞭毛虫病,普外科
慢性乳腺炎,外科
慢性乳腺炎,普外科
慢性腰部劳损,外科
慢性腰部劳损,普外科
蔓状血管瘤,外科
蔓状血管瘤,普外科
镁缺乏症,外科
镁缺乏症,普外科
盲肠阿米巴肉芽肿,外科
盲肠阿米巴肉芽肿,普外科
脉管畸形,外科
脉管畸形,普外科
麻痹性肠梗阻,外科
麻痹性肠梗阻,普外科
毛细血管或静...,外科
毛细血管或静...,普外科
盲肠旁疝,外科
盲肠旁疝,普外科
盲肠扭转,外科
盲肠扭转,普外科
脓胸,外科
脓胸,普外科
内脏动脉慢性闭塞,外科
内脏动脉慢性闭塞,普外科
粘连性肠梗阻,外科
粘连性肠梗阻,普外科
脓性指头炎,外科
脓性指头炎,普外科
脑动静脉畸形,外科
脑动静脉畸形,普外科
脓肿,外科
脓肿,普外科
男性青春期乳房发育,外科
男性青春期乳房发育,普外科
脑回状颅皮,外科
脑回状颅皮,普外科
皮下脂肪瘤,外科
皮下脂肪瘤,普外科
脾梗死,外科
脾梗死,普外科
脾-肝综合征,外科
脾-肝综合征,普外科
脾脏转移性肿瘤,外科
脾脏转移性肿瘤,普外科
盆底腹膜疝,外科
盆底腹膜疝,普外科
脾脏原发性恶性肿瘤,外科
脾脏原发性恶性肿瘤,普外科
脾囊肿,外科
脾囊肿,普外科
脾动脉瘤,外科
脾动脉瘤,普外科
皮样表皮样囊肿,外科
皮样表皮样囊肿,普外科
盆腔脓肿,外科
盆腔脓肿,普外科
贲门黏膜撕裂综合征,外科
贲门黏膜撕裂综合征,普外科
膀胱上内疝,外科
膀胱上内疝,普外科
脐炎,外科
脐炎,普外科
全身化脓性感染,外科
全身化脓性感染,普外科
气性坏疽,外科
气性坏疽,普外科
气压伤,外科
气压伤,普外科
切除术后内疝,外科
切除术后内疝,普外科
丘疹性血管增生,外科
丘疹性血管增生,普外科
嵌顿性腹股沟斜疝,外科
嵌顿性腹股沟斜疝,普外科
脐疝,外科
脐疝,普外科
脐部脐肠系膜管息肉,外科
脐部脐肠系膜管息肉,普外科
缺水和缺钠,外科
缺水和缺钠,普外科
躯体性神经病,外科
躯体性神经病,普外科
气管及食管异物,外科
气管及食管异物,普外科
乳头炎和乳晕炎,外科
乳头炎和乳晕炎,普外科
乳腺错构瘤,外科
乳腺错构瘤,普外科
乳腺湿疹样癌,外科
乳腺湿疹样癌,普外科
妊娠期合并急...,外科
妊娠期合并急...,普外科
乳房缺少症,外科
乳房缺少症,普外科
乳糜腹,外科
乳糜腹,普外科
乳腺增生,外科
乳腺增生,普外科
乳房猪囊尾蚴病,外科
乳房猪囊尾蚴病,普外科
桡骨骨折,外科
桡骨骨折,普外科
乳头皲裂,外科
乳头皲裂,普外科
生殖道感染,外科
生殖道感染,普外科
水疝,外科
水疝,普外科
手腕扭伤,外科
手腕扭伤,普外科
食管内异物,外科
食管内异物,普外科
手术后膈疝,外科
手术后膈疝,普外科
锁骨下动脉-...,外科
锁骨下动脉-...,普外科
四肢血栓性浅静脉炎,外科
四肢血栓性浅静脉炎,普外科
四肢血管损伤,外科
四肢血管损伤,普外科
上肢深静脉血栓形成,外科
上肢深静脉血栓形成,普外科
食管壁内憩室,外科
食管壁内憩室,普外科
食管受压性吞咽困难,外科
食管受压性吞咽困难,普外科
食管息肉,外科
食管息肉,普外科
臀肌挛缩症,外科
臀肌挛缩症,普外科
特发性腹膜后纤维化,外科
特发性腹膜后纤维化,普外科
头皮感染,外科
头皮感染,普外科
头外伤,外科
头外伤,普外科
吞入异物,外科
吞入异物,普外科
特发性大网膜...,外科
特发性大网膜...,普外科
胃溃疡出血,外科
胃溃疡出血,普外科
胃脂肪瘤,外科
胃脂肪瘤,普外科
外伤性乳房脂肪坏死,外科
外伤性乳房脂肪坏死,普外科
网膜扭转,外科
网膜扭转,普外科
外伤性腹膜后...,外科
外伤性腹膜后...,普外科
外伤性脾破裂,外科
外伤性脾破裂,普外科
外伤性乳房血肿,外科
外伤性乳房血肿,普外科
胃恶性淋巴瘤,外科
