prescription_name,herb_name,dosage
百合固金汤,归身,9g
百合固金汤,白芍,3g
百合固金汤,甘草,3g
百合固金汤,桔梗,3g
百合固金汤,玄参,3g
百合固金汤,贝母,12g
百合固金汤,麦冬,12g
百合固金汤,百合,12g
麦门冬汤,麦门冬七升,适量
麦门冬汤,(,42g)
麦门冬汤,半夏一升,适量
麦门冬汤,(,6g)
麦门冬汤,人参,三两
麦门冬汤,(,9g)
麦门冬汤,甘草,二两
麦门冬汤,(,6g)
麦门冬汤,粳米三合,适量
麦门冬汤,(,3g)
麦门冬汤,大枣,四枚
麦门冬汤,(,2枚)
补阳还五汤,黄芪生,适量
补阳还五汤,四两,适量
补阳还五汤,(,120g)
补阳还五汤,当归尾,二钱
补阳还五汤,(,6g)
补阳还五汤,赤芍,一钱半
补阳还五汤,(,5g)
补阳还五汤,地龙去土,一钱
补阳还五汤,(,3g)
补阳还五汤,川芎,一钱
补阳还五汤,(,3g)
补阳还五汤,红花,一钱
补阳还五汤,(,3g)
补阳还五汤,桃仁,一钱
补阳还五汤,(,3g)
槐花散,槐花、柏叶(杵,适量
槐花散,焙),12g
槐花散,荆芥穗,6g
槐花散,枳壳,6g
鳖甲煎丸,鳖甲,90克)
鳖甲煎丸,赤硝各十二分(,90克)
鳖甲煎丸,蜣螂六分(,45克)
鳖甲煎丸,芍药,37克)
鳖甲煎丸,牡丹,37克)
鳖甲煎丸,土蟞虫各五分(,37克)
鳖甲煎丸,蜂巢四分(,30克)
鳖甲煎丸,乌扇,22.5克)
鳖甲煎丸,柴胡,22.5克)
鳖甲煎丸,黄芩,22.5克)
鳖甲煎丸,鼠妇,22.5克)
鳖甲煎丸,干姜,22.5克)
鳖甲煎丸,大黄,22.5克)
鳖甲煎丸,桂枝,22.5克)
鳖甲煎丸,厚朴,22.5克)
鳖甲煎丸,石韦,22.5克)
鳖甲煎丸,紫葳,22.5克)
鳖甲煎丸,阿胶各三分(,22.5克)
鳖甲煎丸,瞿麦,15克)
鳖甲煎丸,桃仁各二分(,15克)
鳖甲煎丸,葶苈,7.5克)
鳖甲煎丸,半夏人参各一分(,7.5克)
黄土汤,甘草（,12g）
黄土汤,干地黄（,60g）
黄土汤,白术（,40g）
黄土汤,附子（,40g）
黄土汤,阿胶（,48g）
黄土汤,黄芩,三两
黄土汤,灶中黄土半斤（,120g）
复元活血汤,柴胡,15g
复元活血汤,瓜蒌根,9g
复元活血汤,当归,9g
复元活血汤,红花,6g
复元活血汤,甘草,6g
复元活血汤,穿山甲,6g
复元活血汤,大黄,30g
复元活血汤,桃仁(酒浸,适量
复元活血汤,尖,适量
复元活血汤,研如泥),15g
咳血方,青黛,6g
咳血方,诃子,6g
咳血方,瓜蒌仁,9g
咳血方,海粉,9g
咳血方,山栀子,9g
咳血方,【用法上为末,适量
咳血方,以蜜同姜汁为丸,适量
咳血方,每服,9g
咳血方,亦可作汤剂,适量
咳血方,水煎服,适量
咳血方,用量按原方比例酌定,适量
十灰散,大蓟,9g
十灰散,小蓟,9g
十灰散,荷叶,9g
十灰散,侧柏叶,9g
十灰散,茅根,9g
十灰散,茜根,9g
十灰散,山栀,9g
十灰散,大黄,9g
十灰散,牡丹皮,9g
十灰散,棕榈皮,9g
小蓟饮子,生地黄,等分9g
小蓟饮子,小蓟,等分9g
小蓟饮子,滑石,等分9g
小蓟饮子,木通,等分9g
小蓟饮子,蒲黄,等分9g
小蓟饮子,藕节,等分9g
小蓟饮子,淡竹叶,等分9g
小蓟饮子,当归,等分9g
小蓟饮子,山栀子,等分9g
小蓟饮子,甘草,等分9g
失笑散,五灵脂(酒研,适量
失笑散,淘去沙土),6g
失笑散,蒲黄,6g
桃核承气汤,桃仁尖五十个（,12g）、大黄四两（12g）、桂枝去皮二两（6g）、甘草炙二两（12g）、芒硝二两（6g）
血府逐瘀汤,桃仁,12g
血府逐瘀汤,红花,9g
血府逐瘀汤,当归,9g
血府逐瘀汤,生地黄,9g
血府逐瘀汤,牛膝,9g
血府逐瘀汤,川芎,4.5g
血府逐瘀汤,桔梗,4.5g
血府逐瘀汤,赤芍,6g
血府逐瘀汤,枳壳,6g
血府逐瘀汤,甘草,6g
血府逐瘀汤,柴胡,3g
桂枝茯苓丸,桂枝、,适量
桂枝茯苓丸,茯苓,适量
桂枝茯苓丸,、丹皮、,适量
桂枝茯苓丸,桃仁尖,适量
桂枝茯苓丸,芍药,等分
桂枝茯苓丸,(,9g)
苏子降气汤,紫苏子,75g)
苏子降气汤,半夏汤洗七次各二两半(,75g)
苏子降气汤,川当归去芦两半(,45g)
苏子降气汤,甘草二两(,6g)
苏子降气汤,前胡去芦,适量
苏子降气汤,厚朴去粗皮姜汁拌各一两(,30g)
苏子降气汤,肉桂一两半(,45g)
橘皮竹茹汤,橘皮二斤,适量
橘皮竹茹汤,(,12g)
橘皮竹茹汤,竹茹二升,适量
橘皮竹茹汤,(,12g)
橘皮竹茹汤,大枣,三十枚
橘皮竹茹汤,(,5枚)
橘皮竹茹汤,生姜半斤,适量
橘皮竹茹汤,(,9g)
橘皮竹茹汤,甘草,五两
橘皮竹茹汤,(,6g)
橘皮竹茹汤,人参,一两
橘皮竹茹汤,(,3g)
金铃子散,金铃子,30g
金铃子散,玄胡,30g
天台乌药散,天台乌药,适量
天台乌药散,木香,适量
天台乌药散,小茴香微,适量
天台乌药散,青皮汤浸,适量
天台乌药散,去白,适量
天台乌药散,焙,适量
天台乌药散,高良姜,适量
天台乌药散,(,15g)
天台乌药散,槟榔锉,适量
天台乌药散,二个,适量
天台乌药散,(,9g)
天台乌药散,川楝子十个,适量
天台乌药散,(,12g)
天台乌药散,巴豆七十粒,适量
天台乌药散,(,12g)
定喘汤,白果(去壳,适量
定喘汤,砸碎黄)二十一枚（,9g）
定喘汤,麻黄三钱（,9g）
定喘汤,苏子二钱（,6g）
定喘汤,甘草一钱（,3g）
定喘汤,款冬花三钱（,9g）
定喘汤,杏仁一钱五分（,4.5g）
定喘汤,桑白皮三钱（,9g）
定喘汤,黄芩一钱五分（,6g）
定喘汤,法制半夏三钱（,9g）如无
定喘汤,用甘草汤泡七次,适量
定喘汤,去脐用,适量
暖肝煎,当归,二钱
暖肝煎,(,6g)
暖肝煎,枸杞子,三钱
暖肝煎,(,9g)
暖肝煎,茯苓,二钱
暖肝煎,(,6g)
暖肝煎,小茴香,二钱
暖肝煎,(,6g)
暖肝煎,肉桂,一钱
暖肝煎,(,3g)
暖肝煎,乌药,二钱
暖肝煎,(,6g)
暖肝煎,沉香,一钱(木香亦可)
暖肝煎,(,3g)
枳实薤白桂枝汤,枳实,12g
枳实薤白桂枝汤,厚朴,12g
枳实薤白桂枝汤,薤白,9g
枳实薤白桂枝汤,桂枝,3g
枳实薤白桂枝汤,瓜蒌实,适量
枳实薤白桂枝汤,g,适量
越鞠丸,香附、,适量
越鞠丸,川芎、,适量
越鞠丸,苍术,适量
越鞠丸,栀子,适量
越鞠丸,神曲,等分
越鞠丸,(,6~10g)
旋覆代赭汤,旋覆花,6g
旋覆代赭汤,半夏,6g
旋覆代赭汤,甘草各9g,6g
旋覆代赭汤,人参,6g
旋覆代赭汤,代赭石,6g
旋覆代赭汤,生姜,15g
旋覆代赭汤,大枣,4枚
小半夏汤,半夏,20g
小半夏汤,生姜,10g
半夏厚朴汤,半夏,12g
半夏厚朴汤,茯苓,12g
半夏厚朴汤,厚朴,9g
半夏厚朴汤,生姜,适量
半夏厚朴汤,g,适量
半夏厚朴汤,苏叶,6g
葛花解酲汤,葛花,15克
葛花解酲汤,木香,10克
葛花解酲汤,砂仁,15克
葛花解酲汤,茯苓,10克
葛花解酲汤,猪苓,10克
葛花解酲汤,人参,10克
葛花解酲汤,白术,10克
葛花解酲汤,白豆蔻,15克
葛花解酲汤,青皮,10克
葛花解酲汤,陈皮,10克
葛花解酲汤,神曲,10克
葛花解酲汤,干姜,10克
葛花解酲汤,泽泻,10克
枳实消痞丸,干生姜,6g
枳实消痞丸,甘草,6g
枳实消痞丸,麦芽曲,6g
枳实消痞丸,白茯苓,6g
枳实消痞丸,白术,6g
枳实消痞丸,半夏曲,9g
枳实消痞丸,人参,9g
枳实消痞丸,厚朴,12g
枳实消痞丸,枳实,15g
枳实消痞丸,黄连,15g
枳实导滞丸,大黄,一两
枳实导滞丸,(,30g)
枳实导滞丸,枳实、,适量
枳实导滞丸,神曲,五钱
枳实导滞丸,(,15g)
枳实导滞丸,茯苓、,适量
枳实导滞丸,黄芩、,适量
枳实导滞丸,黄连、,适量
枳实导滞丸,白术,三钱
枳实导滞丸,(,9g)
枳实导滞丸,泽泻,二钱
枳实导滞丸,(,6g)
保和丸,山楂,六两
保和丸,(,180g)
保和丸,神曲,二两
保和丸,(,60g)
保和丸,半夏、,适量
保和丸,茯苓,三两
保和丸,(,90g)
保和丸,陈皮、,适量
保和丸,连翘,适量
保和丸,莱菔子,一两
保和丸,(,30g)
健脾丸,白术,二两半
健脾丸,(,75g)
健脾丸,木香、,适量
健脾丸,黄连酒,适量
健脾丸,甘草,七钱半
健脾丸,(,22g)
健脾丸,白茯苓,二两
健脾丸,(,60g)、人参一两五钱
健脾丸,(,45g)、
健脾丸,神曲、,适量
健脾丸,陈皮、,适量
健脾丸,砂仁、,适量
健脾丸,麦芽、,适量
健脾丸,山楂,适量
健脾丸,、山药、,适量
健脾丸,肉豆蔻,一两
健脾丸,(,30g)
清络饮,鲜荷叶边,二钱
清络饮,(,6g)
清络饮,鲜银花,二钱
清络饮,(,6g)
清络饮,丝瓜皮,二钱
清络饮,(,6g)
清络饮,西瓜翠衣,二钱
清络饮,(,6g)
清络饮,鲜扁豆花一枝,适量
清络饮,(,6g)
清络饮,鲜竹叶心,二钱
清络饮,(,6g)
香薷散,香薷去土一斤,适量
香薷散,(,500g)
香薷散,白扁豆微、,适量
香薷散,厚朴去粗皮姜制,半斤
香薷散,(,250g)
六一散,滑石,六两
六一散,(,180g)
六一散,甘草,适量
六一散,一两,适量
六一散,(,30g)
桂苓甘露飲,滑石,30g
桂苓甘露飲,猪苓,15g
桂苓甘露飲,石膏,30g
桂苓甘露飲,寒水石,30g
桂苓甘露飲,泽泻,15g
桂苓甘露飲,茯苓,15g
桂苓甘露飲,白术,12g
桂苓甘露飲,官桂,3g
桂苓甘露飲,甘草,15g
清暑益气汤,西洋参,5g
清暑益气汤,石斛,15g
清暑益气汤,麦冬,9g
清暑益气汤,黄连,3g
清暑益气汤,竹叶,6g
清暑益气汤,荷梗,6g
清暑益气汤,知母,6g
清暑益气汤,甘草,3g
清暑益气汤,粳米,15g
清暑益气汤,西瓜翠衣,30g
萆薢分清散,益智仁,适量
萆薢分清散,川萆薢,适量
萆薢分清散,石菖蒲,适量
萆薢分清散,乌药,9g
当归拈痛汤,羌活,15g
当归拈痛汤,甘草,15g
当归拈痛汤,茵陈,15g
当归拈痛汤,防风,9g
当归拈痛汤,苍术,9g
当归拈痛汤,当归身,9g
当归拈痛汤,知母,9g
当归拈痛汤,猪苓,9g
当归拈痛汤,泽泻,9g
当归拈痛汤,升麻,3g
当归拈痛汤,白术,3g
当归拈痛汤,黄芩,3g
当归拈痛汤,葛根,6g
当归拈痛汤,人参,6g
当归拈痛汤,苦参,6g
连朴饮,制厚朴,6g
连朴饮,川连,适量
连朴饮,石菖蒲,3g
连朴饮,制半夏,3g
连朴饮,香豉,9g
连朴饮,焦栀,9g
连朴饮,芦根,60g
实脾散（实脾饮）,厚朴,6g
实脾散（实脾饮）,白术,6g
实脾散（实脾饮）,木瓜,6g
实脾散（实脾饮）,木香,6g
实脾散（实脾饮）,草果仁,6g
实脾散（实脾饮）,大腹子,6g
实脾散（实脾饮）,附子,6g
实脾散（实脾饮）,白茯苓,6g
实脾散（实脾饮）,干姜,6g
实脾散（实脾饮）,甘草,3g
羌活胜湿汤,羌活,6g
羌活胜湿汤,独活,6g
羌活胜湿汤,藁本,3g
羌活胜湿汤,防风,3g
羌活胜湿汤,甘草,3g
羌活胜湿汤,蔓荆子,2g
羌活胜湿汤,川芎,1.5g
甘露消毒丹,飞滑石,450g
甘露消毒丹,淡黄芩,300g
甘露消毒丹,绵茵陈,330g
甘露消毒丹,石菖蒲,180g
甘露消毒丹,川贝母、木通,150g
甘露消毒丹,藿香,120g
甘露消毒丹,连翘,120g
甘露消毒丹,白蔻仁,120g
甘露消毒丹,薄荷,120g
甘露消毒丹,射干,120g
八正散,煨,适量
八正散,去面,适量
八正散,焙),500g
八正散,扁蓄,9g
八正散,麦,9g
八正散,黑栀子,9g
八正散,连翘壳,9g
八正散,茯苓,15g
八正散,车前子,15g
八正散,白茅根,30g
八正散,鹿衔草,9g
八正散,滑石,12g+甘草3g等
二妙散,黄柏,适量
二妙散,苍术米泔水浸,适量
二妙散,(,15g)
三仁汤,杏仁五钱（,15g）
三仁汤,飞滑石六钱（,18g）
三仁汤,白通草二钱（,6g）
三仁汤,白蔻仁二钱（,6g）
三仁汤,竹叶二钱（,6g）
三仁汤,厚朴二钱（,6g）
三仁汤,生薏苡仁六钱（,18g）
三仁汤,半夏五钱（,15g）
平胃散,苍术(去黑皮,适量
平胃散,捣为粗末,适量
平胃散,黄色),120g
平胃散,厚朴(去粗皮,适量
平胃散,涂生姜汁,适量
平胃散,令香熟),90g
平胃散,陈橘皮(洗令净,适量
平胃散,焙干),60g
平胃散,甘草,30g
防己黄芪汤,防已,一两
防己黄芪汤,(,12g)
防己黄芪汤,黄芪,一两一分
防己黄芪汤,(,15g)
防己黄芪汤,甘草,半两
防己黄芪汤,(,6g)
防己黄芪汤,白术,七钱半
防己黄芪汤,(,9g)
藿香正气散,大腹皮,30g
藿香正气散,白芷,30g
藿香正气散,紫苏,30g
藿香正气散,茯苓,30g
藿香正气散,姜汁),60g
藿香正气散,苦桔梗,60g
藿香正气散,藿香,90g
藿香正气散,甘草,75g
独活寄生汤,独活,9g
独活寄生汤,桑寄生,6g
独活寄生汤,杜仲,6g
独活寄生汤,牛膝,6g
独活寄生汤,细辛,6g
独活寄生汤,秦艽,6g
独活寄生汤,茯苓,6g
独活寄生汤,肉桂心,6g
独活寄生汤,防风,6g
独活寄生汤,川芎,6g
独活寄生汤,人参,6g
独活寄生汤,甘草,6g
独活寄生汤,当归,6g
独活寄生汤,芍药,6g
独活寄生汤,干地黄,6g
五苓散,茯苓,9克、猪苓9克、泽泻12克、白术9克、桂枝6克
济川煎,当归(,9～15克)、牛膝(6克)、肉苁蓉(酒洗去咸)(6～9克)、泽泻(4.5克)、升麻(1.5～3克)、枳壳(3克)
大黄牡丹汤,大黄四两(,12g)、牡丹皮一两(3g)、桃仁五十个(9g)、冬瓜仁半升(30g)、芒硝三合(9g)
大黄牡丹汤,大黄,30g
大黄牡丹汤,芒硝,30g
大黄牡丹汤,红花,30g
大黄牡丹汤,桃仁,30g
大黄牡丹汤,牡丹皮,30g
大黄牡丹汤,苦参,30g
大黄牡丹汤,白及,30g
大黄牡丹汤,冬瓜子,20g
大黄牡丹汤,五倍子,20g
大黄牡丹汤,艾叶,20g
大陷胸汤,大黄,六两
大陷胸汤,(,10g)
大陷胸汤,芒硝一升,适量
大陷胸汤,(,10g)
大陷胸汤,甘遂,一钱匕
大陷胸汤,(,1g)
十枣汤,芫花,1.5g、大戟1.5g、甘遂1.5g、大枣10枚
大承气汤,大黄,四两
大承气汤,(,12g)
大承气汤,厚朴半斤,适量
大承气汤,(,24g)
大承气汤,枳实,五枚
大承气汤,(,12g)
大承气汤,芒硝三合,适量
大承气汤,(,9g)
大承气汤,大黄,12克(酒洗)
大承气汤,厚朴,6克(炙
大承气汤,),适量
大承气汤,枳实,9克(大者
大承气汤,),适量
黄龙汤,大黄（,9g）
黄龙汤,芒硝（,12g）
黄龙汤,枳实,适量
黄龙汤,（,6g）
黄龙汤,厚朴（,3g）
黄龙汤,当归,适量
黄龙汤,（,9g）
黄龙汤,人参（,6g）
黄龙汤,甘草（,3g）
温脾汤,大黄,15g、当归9g、干姜9g、附子6g、人参6g、芒硝6g、甘草6g
左归丸,大怀熟八两（,24g）、山药（炒）四两（12g）、枸杞四两（12g）、山茱萸肉四两（12g）、川牛膝（酒洗
左归丸,蒸熟）三两（,9g）、菟丝子（制）四两（12g）、鹿胶（敲碎
左归丸,珠）四两（,12g）、龟胶（切碎
左归丸,珠）四两（,12g）
右归丸,熟地黄,八两
右归丸,(,240g)
右归丸,山药,四两
右归丸,(,120g)
右归丸,山茱萸微,适量
右归丸,三两,适量
右归丸,(,90g)
右归丸,枸杞子微,适量
右归丸,三两,适量
右归丸,(,90g)
右归丸,菟丝子制,适量
右归丸,四两,适量
右归丸,(,120g)
右归丸,鹿角胶珠,适量
右归丸,四两,适量
右归丸,(,120g)
右归丸,杜仲姜汁,适量
右归丸,四两,适量
右归丸,(,120g)
右归丸,肉桂,二两
右归丸,(,60g)
右归丸,当归,三两
右归丸,(,90g)
右归丸,制附子,二两
右归丸,渐可加至,五六两
右归丸,(,60~180g)
龟鹿二仙胶,鹿角(新鲜麋鹿杀,适量
龟鹿二仙胶,角解的不用,适量
龟鹿二仙胶,马鹿角不用,适量
龟鹿二仙胶,去角脑梢骨二寸绝断,适量
龟鹿二仙胶,劈开,适量
龟鹿二仙胶,净用),5000g
龟鹿二仙胶,龟板(去弦,适量
龟鹿二仙胶,洗净,适量
龟鹿二仙胶,捶碎),2500g
龟鹿二仙胶,人参,450g
龟鹿二仙胶,枸杞子,900g
补中益气汤,黄芪,15g、人参(党参)15g、白术10g、炙甘草15g、当归10g、陈皮6g、升麻6g、柴胡12g、生姜9片、大枣6枚
归脾汤,白术、当归、白茯苓、黄芪、龙眼肉、远志、酸枣仁、人参,3g
归脾汤,木香,1.5g
归脾汤,甘草,1g
当归补血汤,黄芪,一两
当归补血汤,(,30g)
当归补血汤,当归酒洗,二钱
当归补血汤,(,6g)
参苓白术散,莲子肉一斤(,500克)
参苓白术散,薏苡仁一斤(,500克)
参苓白术散,缩砂仁一斤(,500克)
参苓白术散,桔梗令深黄色一斤(,500克)
参苓白术散,白扁豆姜汁浸,适量
参苓白术散,微一斤半(,750克)
参苓白术散,白茯苓二斤(,1000克)
参苓白术散,人参二斤(,1000克)
参苓白术散,甘草二斤(,1000克)
参苓白术散,白术二斤(,1000克)
参苓白术散,甘草二两(,6克)
参苓白术散,山药二斤(,1000克)
肾气丸,干地黄八两（,24g）
肾气丸,薯蓣,12g）
肾气丸,山茱萸各四两（,12g）
肾气丸,泽泻,9g）
肾气丸,茯苓,9g）
肾气丸,牡丹皮各三两（,9g）
肾气丸,桂枝,3g）
肾气丸,附子各一两（,3g）
炙甘草汤,甘草,12g
炙甘草汤,生姜,9g
炙甘草汤,桂枝,9g
炙甘草汤,人参,6g
炙甘草汤,生地黄,50g
炙甘草汤,阿胶,6g
炙甘草汤,麦门冬,10g
炙甘草汤,麻仁,10g
炙甘草汤,大枣,10枚
炙甘草汤,甘草（,12g）
炙甘草汤,西洋参（,6g）
炙甘草汤,火麻仁（,9g）
炙甘草汤,生地（,12g）
炙甘草汤,麦冬（,12g）
地黄饮子,熟干地黄,12g
地黄饮子,焙)、附子(炮裂,适量
地黄饮子,焙),15g
地黄饮子,菖蒲,15g
地黄饮子,远志,15g
玉屏风散,防风,一两
玉屏风散,(,30g)
玉屏风散,黄芪蜜、,适量
玉屏风散,白术,二两
玉屏风散,(,60g)
生脉散,人参,五分
生脉散,(,9g)
生脉散,麦门冬,五分
生脉散,(,9g)
生脉散,五味子七粒,适量
生脉散,(,6g)
完带汤,白术,30g
完带汤,山药,30g
完带汤,人参,6g
完带汤,白芍,15g
完带汤,车前子,9g
完带汤,苍术,9g
完带汤,甘草,3g
完带汤,陈皮,2g
完带汤,黑芥穗,2g
完带汤,柴胡,2g
四物汤,当归去芦酒浸,适量
四物汤,(,9g)
四物汤,川芎,6g
四物汤,白芍,9g
四物汤,熟干地黄酒蒸,适量
四物汤,(熟地黄已有成品,适量
四物汤,干地黄即生地黄晒干,适量
四物汤,(,12g)
四君子汤,人参,9g
四君子汤,白术,9g
四君子汤,茯苓,9g
四君子汤,甘草,6g
八珍汤,人参,30g
八珍汤,白术,30g
八珍汤,白茯苓,30g
八珍汤,当归,30g
八珍汤,川芎,30g
八珍汤,白芍药,30g
八珍汤,熟地黄,30g
八珍汤,甘草,30g
大补阴丸,熟地黄酒蒸、龟板酥,适量
大补阴丸,(,180g)
大补阴丸,黄柏褐色、,适量
大补阴丸,知母酒浸,适量
大补阴丸,(,120g)
一贯煎,北沙参,9g
一贯煎,麦冬,9g
一贯煎,当归身,9g
一贯煎,生地黄,18-30g
一贯煎,枸杞子,9-18g
一贯煎,川楝子,4.5g
六味地黄丸,熟地黄,八钱
六味地黄丸,(,24g)
六味地黄丸,山萸肉,适量
六味地黄丸,干山药,四钱
六味地黄丸,(,12g)
六味地黄丸,泽泻,适量
六味地黄丸,、牡丹皮、,适量
六味地黄丸,茯苓,三钱
六味地黄丸,(,9g)
牵正散,并,适量
消风散,当归,6g
消风散,生地,6g
消风散,防风,6g
消风散,蝉蜕,6g
消风散,知母,6g
消风散,苦参,6g
消风散,胡麻,6g
消风散,荆芥,6g
消风散,苍术,6g
消风散,牛蒡子,6g
消风散,石膏,6g
消风散,甘草,3g
消风散,木通,3g
玉真散,生白附子,等分
玉真散,生天南星,等分
玉真散,天麻,等分
玉真散,白芷,等分
玉真散,防风,等分
玉真散,羌活,等分
川芎茶调散,川芎,适量
川芎茶调散,荆芥,四两
川芎茶调散,(,120g)
川芎茶调散,白芷、,适量
川芎茶调散,羌活、,适量
川芎茶调散,甘草爁,适量
川芎茶调散,(,60g)
川芎茶调散,细辛,一两
川芎茶调散,(,30g)
川芎茶调散,防风,一两半
川芎茶调散,(,45g)
川芎茶调散,薄荷叶,八两
川芎茶调散,(,240g)
羚角钩藤汤,羚角片,适量
羚角钩藤汤,钱半,适量
羚角钩藤汤,(,4.5g)
羚角钩藤汤,霜桑叶,适量
羚角钩藤汤,二钱,适量
羚角钩藤汤,(,6g)
羚角钩藤汤,京贝母,适量
羚角钩藤汤,四钱,适量
羚角钩藤汤,(,12g)
羚角钩藤汤,鲜生地,适量
羚角钩藤汤,五钱,适量
羚角钩藤汤,(,15g)
羚角钩藤汤,双钩藤,适量
羚角钩藤汤,三钱,适量
羚角钩藤汤,(,9g)
羚角钩藤汤,后入,适量
羚角钩藤汤,滁菊花,适量
羚角钩藤汤,三钱,适量
羚角钩藤汤,(,9g)
羚角钩藤汤,茯神木,三钱
羚角钩藤汤,(,9g)
羚角钩藤汤,生白芍,适量
羚角钩藤汤,三钱,适量
羚角钩藤汤,(,9g)
羚角钩藤汤,生甘草,适量
羚角钩藤汤,八分,适量
羚角钩藤汤,(,2.4g)
羚角钩藤汤,淡竹茹,适量
羚角钩藤汤,五钱,适量
羚角钩藤汤,鲜刮,适量
羚角钩藤汤,(,15g)
羚角钩藤汤,与羚羊角代水,适量
镇肝熄风汤,怀牛膝,一两(30克)
镇肝熄风汤,生赭石,一两(30克)
镇肝熄风汤,生龙骨,(15克)
镇肝熄风汤,生牡蛎,(15克)
镇肝熄风汤,生龟甲,(15克)
镇肝熄风汤,生杭芍,(15克)
镇肝熄风汤,玄参,(15克)
镇肝熄风汤,天冬五钱,(15克)
镇肝熄风汤,川楝子,二钱(6克)
镇肝熄风汤,生麦芽,二钱(6克)
镇肝熄风汤,茵陈,二钱(6克)
镇肝熄风汤,甘草一钱半(,4.5克)
小活络丹,天南星,180g
小活络丹,制川乌,180g
小活络丹,制草乌,180g
小活络丹,地龙,180g
小活络丹,乳香,65g
小活络丹,没药,65g
大秦艽汤,秦艽,三两
大秦艽汤,(,90g)
大秦艽汤,甘草,二两
大秦艽汤,(,60g)
大秦艽汤,川芎,二两
大秦艽汤,(,60g)
大秦艽汤,当归,二两
大秦艽汤,(,60g)
大秦艽汤,白芍药,二两
大秦艽汤,(,60g)
大秦艽汤,细辛,半两
大秦艽汤,(,15g)
大秦艽汤,川羌活,适量
大秦艽汤,防风,适量
大秦艽汤,黄芩,一两
大秦艽汤,(,30g)
大秦艽汤,石膏,二两
大秦艽汤,(,60g)
大秦艽汤,吴白芷,一两
大秦艽汤,(,30g)
大秦艽汤,白术,一两
大秦艽汤,(,30g)
大秦艽汤,生地黄,一两
大秦艽汤,(,30g)
大秦艽汤,熟地黄,一两
大秦艽汤,(,30g)
大秦艽汤,白茯苓,一两
大秦艽汤,(,30g)
大秦艽汤,川独活,二两
大秦艽汤,(,60g)
大定风珠,生白芍六钱(,18g)
大定风珠,阿胶三钱(,9g)
大定风珠,生龟甲四钱(,12g)
大定风珠,干地黄六钱(,18g)
大定风珠,麻仁二钱(,6g)
大定风珠,五味子二钱(,6g)
大定风珠,生牡蛎四钱(,12g)
大定风珠,麦冬连心六钱(,18g)
大定风珠,甘草四钱(,12g)
大定风珠,鸡子黄生二枚(,2个)
大定风珠,鳖甲生四钱(,12g)
天麻钩藤饮,天麻,9g
天麻钩藤饮,川牛膝,12g
天麻钩藤饮,钩藤,12g
天麻钩藤饮,石决明,18g
天麻钩藤饮,山栀,9g
天麻钩藤饮,杜仲,9g
天麻钩藤饮,黄芩,9g
天麻钩藤饮,益母草,9g
天麻钩藤饮,桑寄生,9g
天麻钩藤饮,夜交藤,9g
天麻钩藤饮,朱茯神,9g
真人养脏汤（纯阳真人养脏汤）,人参,6克)
真人养脏汤（纯阳真人养脏汤）,当归,6克)
真人养脏汤（纯阳真人养脏汤）,白术各六钱(,6克)
真人养脏汤（纯阳真人养脏汤）,肉豆蔻(面裹,适量
真人养脏汤（纯阳真人养脏汤）,煨)半两(,8克)
真人养脏汤（纯阳真人养脏汤）,白芍一两六钱(,12克)
真人养脏汤（纯阳真人养脏汤）,诃子一两二钱(,9克)
真人养脏汤（纯阳真人养脏汤）,肉桂,6克)
真人养脏汤（纯阳真人养脏汤）,甘草各八钱(,6克)
真人养脏汤（纯阳真人养脏汤）,木香一两四钱(,3克)
真人养脏汤（纯阳真人养脏汤）,罂粟壳(去蒂萼,适量
真人养脏汤（纯阳真人养脏汤）,蜜)三两六钱(,9克)
桑螵蛸散,桑螵蛸,30g
桑螵蛸散,远志,30g
桑螵蛸散,菖蒲,30g
桑螵蛸散,龙骨,30g
桑螵蛸散,人参,30g
桑螵蛸散,茯神,30g
桑螵蛸散,当归,30g
桑螵蛸散,龟甲,30g
易黄汤,山药,
易黄汤,芡实,
易黄汤,g,适量
易黄汤,黄柏,6g
易黄汤,车前子,3g、白果(碎
易黄汤,十枚),12g
固经丸,黄芩,适量
固经丸,、白芍,适量
固经丸,、龟板,适量
固经丸,(,30g)
固经丸,黄柏,三钱
固经丸,(,9g)
固经丸,椿树根皮,七钱半
固经丸,(,22.5g)
固经丸,香附,二钱半
固经丸,(,7.5g)
九仙散,人参,30g
九仙散,款冬花,30g
九仙散,桑白皮,30g
九仙散,桔梗,30g
九仙散,五味子,30g
九仙散,阿胶,30g
九仙散,乌梅,30g
九仙散,贝母,15g
九仙散,罂粟壳(去顶,适量
九仙散,蜜黄),240g
固冲汤,白术,30g
固冲汤,生黄芪,18g
固冲汤,龙骨(煅,适量
固冲汤,捣细)、牡蛎(煅,适量
固冲汤,捣细),24g
固冲汤,萸肉,24g
固冲汤,生杭芍,12g
固冲汤,海螵蛸,12g
固冲汤,茜草,9g
固冲汤,棕边炭,6g
固冲汤,五倍子,1.5g
牡蛎散,黄芪,适量
牡蛎散,(,30g)
牡蛎散,麻黄根,适量
牡蛎散,(,9g)
牡蛎散,牡蛎米泔浸,适量
牡蛎散,刷去土,适量
牡蛎散,火烧通赤,适量
牡蛎散,(,30g)
四神丸,肉豆蔻,二两
四神丸,(,60g)
四神丸,补骨脂,四两
四神丸,(,102g)
四神丸,五味子,二两
四神丸,(,60g)
四神丸,吴茱萸浸,适量
四神丸,一两,适量
