prescription_name,herb_name,dosage
茯苓白术汤,白术,3分
茯苓白术汤,桂,3分
茯苓白术汤,甘草,半两
茯苓白术汤,芎藭,1两
会厌逐瘀汤,桃仁(,9克)、红花(6克)、生地黄(12克)、当归(9克)、赤芍(9克)、枳壳(6克)、桔梗(3克)、柴胡(6克)、玄参(9克)、甘草(3克)
会厌逐瘀汤,桃仁,15克（炒）
会厌逐瘀汤,红花,15克
会厌逐瘀汤,甘草,9克
会厌逐瘀汤,桔梗,9克
会厌逐瘀汤,生地,12克
会厌逐瘀汤,当归,6克
会厌逐瘀汤,玄参,3克
会厌逐瘀汤,柴胡,3克
会厌逐瘀汤,枳壳,6克
会厌逐瘀汤,赤芍,6克
健运汤,生黄芪,18克
健运汤,党参,9克
健运汤,当归,9克
健运汤,麦冬,9克
健运汤,知母,9克
健运汤,生明乳香,9克
健运汤,生明没药,9克
健运汤,莪术,3克
健运汤,三棱,3克
十六味流气饮,川芎,9g
十六味流气饮,当归,9g
十六味流气饮,白芍,9g
十六味流气饮,防风,9g
十六味流气饮,人参,9g
十六味流气饮,木香,9g
十六味流气饮,黄耆,9g
十六味流气饮,官桂,9g
十六味流气饮,桔梗,9g
十六味流气饮,白芷,9g
十六味流气饮,槟榔,9g
十六味流气饮,厚朴,9g
十六味流气饮,乌药,9g
十六味流气饮,甘草,9g
十六味流气饮,紫苏叶,9g
十六味流气饮,枳壳,9g
十六味流气饮,人参、当归、官桂,5分
十六味流气饮,川芎,1钱
十六味流气饮,防风,1钱
十六味流气饮,白芷,1钱
十六味流气饮,桔梗,1钱
十六味流气饮,黄耆,1钱
十六味流气饮,草,1钱
十六味流气饮,厚朴,1钱
十六味流气饮,木香,1钱
十六味流气饮,白芍药,1钱
十六味流气饮,大腹皮,1钱
十六味流气饮,乌药,1钱
十六味流气饮,枳壳,1钱
十六味流气饮,苏叶,1钱
柴胡加龙骨牡蛎汤,柴胡四两(,12克)
柴胡加龙骨牡蛎汤,龙骨,4.5克)
柴胡加龙骨牡蛎汤,生姜,4.5克)
柴胡加龙骨牡蛎汤,人参,4.5克)
柴胡加龙骨牡蛎汤,桂枝,4.5克)
柴胡加龙骨牡蛎汤,茯苓各一两半(,4.5克)
柴胡加龙骨牡蛎汤,洗半夏二合半(,10克)
柴胡加龙骨牡蛎汤,黄芩一两(,3克)
柴胡加龙骨牡蛎汤,铅丹一两半(,1克)
柴胡加龙骨牡蛎汤,大黄二两(,6克)
柴胡加龙骨牡蛎汤,熬牡蛎一两半(,4.5克)
柴胡加龙骨牡蛎汤,大枣,六枚
枳术汤,枳实,7枚
枳术汤,白术,30克
枳术汤,肉桂（,适量
枳术汤,不见火）,22克
枳术汤,附子（炮,适量
枳术汤,、脐）细辛（洗,适量
枳术汤,去土,30克
枳术汤,叶）白术,30克
枳术汤,桔梗（去芦,适量
枳术汤,锉,适量
枳术汤,）槟榔,适量
枳术汤,甘草,22克
枳术汤,枳实,15克
七味白术散,人参二钱五分(,7.5克)、白茯苓五钱(15克
七味白术散,)、白术五钱(,15克)、藿香叶五钱(15克)、木香二钱(6克)、甘草一钱(3克)、葛根五钱
七味白术散,渴者加一两(,15～30克)
瓜蒌薤白白酒汤,瓜蒌实一枚(,24g)
瓜蒌薤白白酒汤,薤白半升(,12g)
瓜蒌薤白白酒汤,白酒七升.,适量
栝楼薤白半夏汤,栝蒌实,12克
栝楼薤白半夏汤,薤白,9克、半夏9克
栝楼薤白半夏汤,白酒,70毫升（非现代之白酒
栝楼薤白半夏汤,实为黄酒,适量
栝楼薤白半夏汤,或用醪糟代之亦可),适量
安魂汤,龙眼肉,18克
安魂汤,酸枣仁,12克
安魂汤,生龙骨,15克
安魂汤,生牡蛎,15克
安魂汤,清半夏,9克
安魂汤,茯苓片,9克
安魂汤,生赭石,12克
千金鲤鱼汤（鲤鱼汤）,鲤鱼,1尾(约重1千克)、白术(150克)、茯苓(120克)、芍药(90克)、当归(90克)、生姜(90克)
生肌散,石膏,30克)
生肌散,轻粉,30克)
生肌散,赤石脂各一两(,30克)
生肌散,黄丹二钱(,6克)
生肌散,龙骨,9克)
生肌散,血竭,9克)
生肌散,乳香,9克)
生肌散,樟脑各三钱(,9克)
蠲（juān）痹汤,当归,9克)
蠲（juān）痹汤,羌活,9克)
蠲（juān）痹汤,姜黄,9克)
蠲（juān）痹汤,黄芪,9克)
蠲（juān）痹汤,白芍,9克)
蠲（juān）痹汤,防风各一两(,9克)
蠲（juān）痹汤,甘草半两(,3克)
蠲（juān）痹汤,羌活,10g
蠲（juān）痹汤,独活,5g
蠲（juān）痹汤,桂心,6g
蠲（juān）痹汤,秦艽,10g
蠲（juān）痹汤,当归,10g
蠲（juān）痹汤,川芎,5g
蠲（juān）痹汤,甘草,5g
蠲（juān）痹汤,海风藤,10g
蠲（juān）痹汤,桑枝,10g
蠲（juān）痹汤,乳香,5g
蠲（juān）痹汤,木香,5g
蠲（juān）痹汤,当归,1钱5分
蠲（juān）痹汤,赤芍,1钱5分
蠲（juān）痹汤,黄耆,1钱5分
蠲（juān）痹汤,姜黄,1钱5分
蠲（juān）痹汤,羌活,1钱5分
蠲（juān）痹汤,甘草,5分
蠲（juān）痹汤,薄荷,5分
蠲（juān）痹汤,桂枝,5分
越婢汤,麻黄六两(,18克)、石膏半斤(24克)、生姜三两(9克)、甘草二两(6克)、大枣十五枚(5枚)
荆防败毒散,羌活（,4.5克）
荆防败毒散,柴胡（,4.5克）
荆防败毒散,前胡（,4.5克）
荆防败毒散,独活（,4.5克）
荆防败毒散,枳壳（,4.5克）
荆防败毒散,茯苓（,4.5克）
荆防败毒散,荆芥（,4.5克）
荆防败毒散,防风（,4.5克）
荆防败毒散,桔梗（,4.5克）
荆防败毒散,川芎（,4.5克）
荆防败毒散,甘草（,1.5克）
荆防败毒散,柴胡,3g
荆防败毒散,甘草,3g
荆防败毒散,人参,3g
荆防败毒散,桔梗,3g
荆防败毒散,川芎,3g
荆防败毒散,茯苓,3g
荆防败毒散,枳壳,3g
荆防败毒散,前胡,3g
荆防败毒散,羌活,3g
荆防败毒散,独活,3g
荆防败毒散,荆芥穗,3g
荆防败毒散,防风,3g【用法】上味为粗末
荆防败毒散,作,1服用水150ml
荆防败毒散,煎至,100ml
荆防败毒散,温服,适量
荆防败毒散,或加薄荷叶,5片【功效】疏风解表
荆防败毒散,【医案】薛某,适量
荆防败毒散,男,适量
荆防败毒散,尚发热,适量
荆防败毒散,鼻塞流涕,适量
荆防败毒散,咳嗽,适量
荆防败毒散,咽痒且痛,适量
荆防败毒散,大便干燥,适量
荆防败毒散,小便正常,适量
荆防败毒散,舌淡苔白黄腻,适量
荆防败毒散,脉浮微数属感冒夹湿治宜疏解予荆防败毒散,3月16日(二诊)：服上药8剂后
荆防败毒散,体温正常,适量
荆防败毒散,咳嗽已止,适量
荆防败毒散,咽已不痛痒,适量
荆防败毒散,鼻塞消失,适量
荆防败毒散,荆防败毒散,适量
荆防败毒散,https://www.,901020.com/fangji/2515.html
荆防败毒散,您好访客,适量
荆防败毒散,请登陆发表！,适量
荆防败毒散,名,适量
荆防败毒散,称,适量
荆防败毒散,QQ号码,适量
荆防败毒散,地,适量
荆防败毒散,址,适量
荆防败毒散,中医交流可加微信入群：hbxt,998
荆防败毒散,柴胡,9克
荆防败毒散,前胡,9克
荆防败毒散,川芎,9克
荆防败毒散,枳壳,9克
荆防败毒散,羌活,9克
荆防败毒散,独活,9克
荆防败毒散,茯苓,9克
荆防败毒散,桔梗,9克
荆防败毒散,人参,9克
荆防败毒散,甘草,9克
荆防败毒散,羌活,适量
荆防败毒散,独活,适量
荆防败毒散,柴胡,适量
荆防败毒散,前胡,适量
荆防败毒散,枳壳,适量
荆防败毒散,茯苓,适量
荆防败毒散,荆芥,适量
荆防败毒散,防风,适量
荆防败毒散,桔梗,适量
荆防败毒散,川芎各一钱五分(,4.5g)
荆防败毒散,甘草五分(,1.5g)
黄芪建中汤,黄芪一两半(,45克)、桂枝三两(90克)、芍药六两(180克)、甘草二两(60克)、生姜三两(90克)、大枣十二枚、饴糖一升
桂枝二越婢一汤,桂枝,十八铢（2.3g）
桂枝二越婢一汤,芍药,十八铢（2.3g）
桂枝二越婢一汤,麻黄,十八铢（2.3g）
桂枝二越婢一汤,甘草,十八铢（2.3g）
桂枝二越婢一汤,大枣,四枚
桂枝二越婢一汤,生姜一两二铢（,3.1g）
桂枝二越婢一汤,石膏(碎,适量
桂枝二越婢一汤,绵裹)二十四铢（,3g）
桂枝二越婢一汤,桂枝,一两十七铢（去皮）
桂枝二越婢一汤,芍药,一两六铢
桂枝二越婢一汤,麻黄十六铢,适量
桂枝二越婢一汤,生姜,一两六铢（切）
桂枝二越婢一汤,杏仁十六个,适量
桂枝二越婢一汤,甘草,一两二铢
桂枝二越婢一汤,大枣,五枚（擘）
桂枝二越婢一汤,桂枝麻黄,半汤桂枝一两十六铢（去皮）
桂枝二越婢一汤,芍药,一两
桂枝二越婢一汤,生姜,一两
桂枝二越婢一汤,甘草,一两
桂枝二越婢一汤,麻黄,一两
桂枝二越婢一汤,大枣,四枚（擘）
桂枝二越婢一汤,杏仁,二十四枚（汤浸
桂枝二越婢一汤,尖及两仁者）,适量
大黄附子汤,大黄三两(,9g)
大黄附子汤,附子三枚炮(,9g)
大黄附子汤,细辛二两(,3g)
四逆汤,附子,一枚
四逆汤,破八片(,12克)
四逆汤,干姜一两半(,9克)
四逆汤,甘草,二两
四逆汤,(,6克)
通脉四逆汤,甘草,6g
通脉四逆汤,附子,10~20g
通脉四逆汤,干姜,12g
当归四逆汤,当归三两(,12g)
当归四逆汤,桂枝三两(,9g)
当归四逆汤,芍药三两(,9g)
当归四逆汤,细辛三两(,3g)
当归四逆汤,甘草二两(,6g)
当归四逆汤,通草二两(,6g)
当归四逆汤,大枣(,9枚)擘
白通汤,附子（,15克）
白通汤,、干姜（,6克）、葱白4根
干姜附子汤,干姜一两（,50g）
干姜附子汤,附子（,适量
干姜附子汤,破八片）一枚（,5g）
温经汤,吴茱萸,9克)
温经汤,麦门冬各三两(,9克)
温经汤,当归,6克)
温经汤,芍药,6克)
温经汤,川芎,6克)
温经汤,人参,6克)
温经汤,桂枝,6克)
温经汤,阿胶,6克)
温经汤,牡丹皮,6克)
温经汤,生姜,6克)
温经汤,甘草,6克)
温经汤,半夏各二两(,6克)
麻黄汤,麻黄,9克、桂枝6克、杏仁6克、炙甘草3克
理冲汤,生山药(,15克)
理冲汤,天花粉,12克)
理冲汤,知母(,12克)
理冲汤,黄芪,9克)
理冲汤,三棱,9克)
理冲汤,莪术,9克)
理冲汤,鸡内金(,9克)
理冲汤,党参,6克)
理冲汤,白术(,6克)
四逆散,甘草,适量
四逆散,枳实破,适量
四逆散,水渍干,适量
四逆散,柴胡,适量
四逆散,芍药,十分
四逆散,(,6g)
九味羌活汤,羌活,9克
九味羌活汤,防风,9克
九味羌活汤,苍术,9克
九味羌活汤,细辛,3克
九味羌活汤,川芎,6克
九味羌活汤,白芷,6克
九味羌活汤,生地,6克
九味羌活汤,黄芩,6克
九味羌活汤,甘草,6克
止嗽散,桔梗,1kg
止嗽散,荆芥,1kg
止嗽散,紫菀,1kg
止嗽散,百部,1kg
止嗽散,白前,1kg
止嗽散,甘草,375g
止嗽散,陈皮,500g
桂枝汤,桂枝,三两
桂枝汤,(,9g)
桂枝汤,芍药,三两
桂枝汤,(,9g)
桂枝汤,甘草,适量
桂枝汤,二两,适量
桂枝汤,(,6g)
桂枝汤,生姜,三两
桂枝汤,(,9g)
桂枝汤,大枣,十二枚
桂枝汤,(,3g)
香苏散,香附子(香,适量
香苏散,去毛),适量
香苏散,紫苏叶,120克
香苏散,甘草,30克
香苏散,陈皮,60克(不去白)
正柴胡饮,柴胡一至,三钱
正柴胡饮,(,9g)
正柴胡饮,防风,一钱
正柴胡饮,(,3g)
正柴胡饮,陈皮,一钱半
正柴胡饮,(,4.5g)
正柴胡饮,芍药,二钱
正柴胡饮,(,6g)
正柴胡饮,甘草,一钱
正柴胡饮,(,3g)
正柴胡饮,生姜三至五片,适量
加减葳蕤汤,生葳蕤,9g
加减葳蕤汤,淡豆豉,9g
加减葳蕤汤,红枣,二枚
加减葳蕤汤,生葱白,6g
加减葳蕤汤,甘草,1.5g
加减葳蕤汤,桔梗,5g
加减葳蕤汤,苏薄荷,5g
加减葳蕤汤,东白薇,3g
参苏饮,人参紫苏叶,适量
参苏饮,干葛,适量
参苏饮,半夏,适量
参苏饮,前胡,适量
参苏饮,茯苓,适量
参苏饮,(,6g)
参苏饮,枳壳,适量
参苏饮,桔梗,适量
参苏饮,木香,适量
参苏饮,陈皮,适量
参苏饮,甘草,适量
参苏饮,(,4g)
败毒散,柴胡,适量
败毒散,前胡,适量
败毒散,川芎,适量
败毒散,枳壳,适量
败毒散,羌活,适量
败毒散,独活,适量
败毒散,茯苓,适量
败毒散,桔梗人参甘草,适量
败毒散,(,900g)
柴葛解肌汤（又名“干葛解肌汤”“葛根解肌汤”“柴胡解肌汤”）,柴胡,适量
柴葛解肌汤（又名“干葛解肌汤”“葛根解肌汤”“柴胡解肌汤”）,(,6g)
柴葛解肌汤（又名“干葛解肌汤”“葛根解肌汤”“柴胡解肌汤”）,干葛,适量
柴葛解肌汤（又名“干葛解肌汤”“葛根解肌汤”“柴胡解肌汤”）,(,9g)
柴葛解肌汤（又名“干葛解肌汤”“葛根解肌汤”“柴胡解肌汤”）,甘草,适量
柴葛解肌汤（又名“干葛解肌汤”“葛根解肌汤”“柴胡解肌汤”）,(,3g)
柴葛解肌汤（又名“干葛解肌汤”“葛根解肌汤”“柴胡解肌汤”）,黄芩,适量
柴葛解肌汤（又名“干葛解肌汤”“葛根解肌汤”“柴胡解肌汤”）,(,6g)
柴葛解肌汤（又名“干葛解肌汤”“葛根解肌汤”“柴胡解肌汤”）,羌活,适量
柴葛解肌汤（又名“干葛解肌汤”“葛根解肌汤”“柴胡解肌汤”）,(,3g)
柴葛解肌汤（又名“干葛解肌汤”“葛根解肌汤”“柴胡解肌汤”）,白芷,适量
柴葛解肌汤（又名“干葛解肌汤”“葛根解肌汤”“柴胡解肌汤”）,(,3g)
柴葛解肌汤（又名“干葛解肌汤”“葛根解肌汤”“柴胡解肌汤”）,芍药,适量
柴葛解肌汤（又名“干葛解肌汤”“葛根解肌汤”“柴胡解肌汤”）,(,6g)
柴葛解肌汤（又名“干葛解肌汤”“葛根解肌汤”“柴胡解肌汤”）,桔梗,适量
柴葛解肌汤（又名“干葛解肌汤”“葛根解肌汤”“柴胡解肌汤”）,(,3g)
柴葛解肌汤（又名“干葛解肌汤”“葛根解肌汤”“柴胡解肌汤”）,石膏,适量
柴葛解肌汤（又名“干葛解肌汤”“葛根解肌汤”“柴胡解肌汤”）,(,3g)
桑菊飲,桑叶二钱五分（,7.5g）
桑菊飲,菊花一钱（,3g）
桑菊飲,杏仁二钱（,6g）
桑菊飲,连翘一钱五分（,5g）
桑菊飲,薄荷八分（,2.5g）
桑菊飲,苦桔梗二钱（,6g）
桑菊飲,甘草八分（,2.5g）
桑菊飲,苇根二钱（,6g）
麻黄细辛附子汤,麻黄,二两
麻黄细辛附子汤,(,6g)
麻黄细辛附子汤,附子炮,适量
麻黄细辛附子汤,一枚,适量
麻黄细辛附子汤,破八片,适量
麻黄细辛附子汤,(,9g)
麻黄细辛附子汤,细辛,二两
麻黄细辛附子汤,(,3g)
银翘散,连翘,一两
银翘散,(,30g)
银翘散,金银花,一两
银翘散,(,30g)
银翘散,桔梗,六钱
银翘散,(,18g)
银翘散,薄荷,六钱
银翘散,(,18g)
银翘散,竹叶,四钱
银翘散,(,12g)
银翘散,生甘草,五钱
银翘散,(,15g)
银翘散,荆芥穗,四钱
银翘散,(,12g)
银翘散,淡豆豉,五钱
银翘散,(,15g)
银翘散,牛蒡子,六钱
银翘散,(,18g)
白虎汤,石膏,50g
白虎汤,知母,18g
白虎汤,甘草,6g
白虎汤,粳米,9g
玉女煎,石膏,9-15g
玉女煎,熟地,9-30g
玉女煎,麦冬,6g
玉女煎,知母,5g
玉女煎,牛膝,5g
左金丸,黄连六两（,18g）、吴茱萸一两或半两（3g）
仙方活命饮,白芷,3g
仙方活命饮,贝母,6g
仙方活命饮,防风,6g
仙方活命饮,赤芍药,6g
仙方活命饮,当归尾,6g
仙方活命饮,甘草节,6g
仙方活命饮,皂角刺,6g
仙方活命饮,穿山甲,6g
仙方活命饮,天花粉,6g
仙方活命饮,乳香,6g
仙方活命饮,没药,6g
仙方活命饮,金银花,9g
仙方活命饮,陈皮,9g
青蒿鳖甲汤,青蒿,6g
青蒿鳖甲汤,鳖甲,15g
青蒿鳖甲汤,细生地,12g
青蒿鳖甲汤,知母,6g
青蒿鳖甲汤,丹皮,9g
芍药汤,芍药,30g
芍药汤,当归,15g
芍药汤,黄连,15g
芍药汤,黄芩,15g
芍药汤,槟榔,6g
芍药汤,木香,6g
芍药汤,甘草,6g
芍药汤,大黄,9g
芍药汤,肉桂,5g
竹叶石膏汤,竹叶二把(,9克)、石膏一斤(30克)、半夏半升(3克)、人参三两(15克)、甘草二两(10克)、粳米半升、麦门冬一升
白头翁汤,白头翁,15g
白头翁汤,黄连,6g
白头翁汤,黄柏,12g
白头翁汤,秦皮,12g
清胃散,生地黄,6g
清胃散,当归身,6g
清胃散,牡丹皮,9g
清胃散,黄连,6g
清胃散,升麻,9g
清骨散,银柴胡,5g
清骨散,胡黄连,3g
清骨散,秦艽,3g
清骨散,鳖甲,3g
清骨散,地骨皮,3g
清骨散,青蒿,3g
清骨散,知母,3g
清骨散,甘草,2g
清营汤,犀角,30g
清营汤,生地黄,15g
清营汤,元参,9g
清营汤,竹叶心,3g
清营汤,麦冬,9g
清营汤,丹参,6g
清营汤,黄连,5g
清营汤,银花,9g
清营汤,连翘,6g
凉膈散,川大黄,600g
凉膈散,朴硝,600g
凉膈散,甘草,600g
凉膈散,山栀子仁,300g
凉膈散,薄荷叶,300g
凉膈散,黄芩,300g
凉膈散,连翘,1250g
泻白散,地骨皮,30克
泻白散,桑白皮,30克
泻白散,甘草,3克
苇茎汤,苇茎,60g
苇茎汤,瓜瓣,60g
苇茎汤,薏苡仁,30g
苇茎汤,桃仁,24g
导赤散,生地黄,6g
导赤散,木通,6g
导赤散,生甘草梢,6g
导赤散,竹叶,6g
龙胆泻肝汤,龙胆草,6g
龙胆泻肝汤,黄芩,9g
龙胆泻肝汤,山栀子,9g
龙胆泻肝汤,泽泻,12g
龙胆泻肝汤,木通,9g
龙胆泻肝汤,车前子,9g
龙胆泻肝汤,当归,8g
龙胆泻肝汤,生地黄,20g
龙胆泻肝汤,柴胡,10g
龙胆泻肝汤,生甘草,6g
葛根黄芩黄连汤,葛根,15克
葛根黄芩黄连汤,甘草,6克（蜜炙）
葛根黄芩黄连汤,黄芩,9克
葛根黄芩黄连汤,黄连,9克
普济消毒饮,黄芩,15克
普济消毒饮,黄连,15克
普济消毒饮,陈皮,6克
普济消毒饮,甘草,6克
普济消毒饮,玄参,6克
普济消毒饮,柴胡,6克
普济消毒饮,桔梗,6克
普济消毒饮,连翘,3克
普济消毒饮,板蓝根,3克
普济消毒饮,马勃,3克
普济消毒饮,牛蒡子,3克
普济消毒饮,薄荷,3克
普济消毒饮,僵蚕,2克
普济消毒饮,升麻,2克
黄连解毒汤,黄连,9g
黄连解毒汤,黄芩,6g
黄连解毒汤,黄柏,6g
黄连解毒汤,栀子,9g
犀角地黄汤,犀角,30g
犀角地黄汤,生地,24g
犀角地黄汤,芍药,12g
犀角地黄汤,丹皮,9g
当归六黄汤,当归,6克
当归六黄汤,生地黄,6克
当归六黄汤,熟地黄,6克
当归六黄汤,黄芩,6克
当归六黄汤,黄柏,6克
当归六黄汤,黄连,6克
当归六黄汤,黄芪,12克
朱砂安神丸,朱砂(另研,适量
朱砂安神丸,水飞为衣),适量
朱砂安神丸,g,适量
朱砂安神丸,黄连(去须,适量
朱砂安神丸,净,适量
朱砂安神丸,酒洗),18g
朱砂安神丸,甘草,16.5g
朱砂安神丸,生地黄,4.5g
朱砂安神丸,当归,7.5g
天王补心丹,人参,15g
天王补心丹,茯苓,15g
天王补心丹,玄参,15g
天王补心丹,丹参,15g
天王补心丹,桔梗,15g
天王补心丹,远志,15g
天王补心丹,当归,30g
天王补心丹,五味子,30g
天王补心丹,麦门冬,30g
天王补心丹,天门冬,30g
天王补心丹,柏子仁,30g
天王补心丹,酸枣仁,30g
天王补心丹,生地黄,120g
酸枣仁汤,酸枣仁,15g
酸枣仁汤,甘草,3g
酸枣仁汤,知母,6g
酸枣仁汤,茯苓,6g
酸枣仁汤,川芎,6g
安宫牛黄丸,牛黄,适量
安宫牛黄丸,郁金,适量
安宫牛黄丸,黄连,适量
安宫牛黄丸,朱砂,适量
安宫牛黄丸,山栀,适量
安宫牛黄丸,雄黄,适量
安宫牛黄丸,黄芩,一两
安宫牛黄丸,(,30g)
安宫牛黄丸,犀角,一两
安宫牛黄丸,(水牛角浓缩粉代,适量
安宫牛黄丸,g),适量
安宫牛黄丸,冰片,适量
安宫牛黄丸,麝香,二钱五分
安宫牛黄丸,(,7.5g)
安宫牛黄丸,珍珠,五钱
安宫牛黄丸,(,15g)
至宝丹,犀角,一两
至宝丹,(水牛角浓缩粉代,适量
至宝丹,g),适量
至宝丹,朱砂,适量
至宝丹,雄黄,适量
至宝丹,生玳瑁,适量
至宝丹,琥珀,一两
至宝丹,(,30g)
至宝丹,牛黄,适量
至宝丹,麝香,适量
至宝丹,冰片,一分
至宝丹,(,0.3g)
至宝丹,安息香,一两半
至宝丹,(,45g)
至宝丹,酒浸,适量
至宝丹,重汤煮令化,适量
至宝丹,滤去滓,适量
至宝丹,约取,一两净
至宝丹,(原用金银箔,五十片
至宝丹,现不用),适量
紫雪丹,石膏,适量
紫雪丹,寒水石,适量
紫雪丹,滑石,适量
紫雪丹,磁石,三斤
紫雪丹,(,1.5kg)
紫雪丹,犀角屑,五两
紫雪丹,(水牛角浓缩粉代,适量
紫雪丹,g),适量
紫雪丹,羚羊角屑,适量
紫雪丹,沉香,适量
紫雪丹,木香,五两
紫雪丹,(,150g)
紫雪丹,玄参,适量
紫雪丹,升麻,一斤
紫雪丹,(,500g)
紫雪丹,甘草,八两
紫雪丹,(,240g)
紫雪丹,丁香,一两
紫雪丹,(,30g)
紫雪丹,(原用黄金百两,适量
紫雪丹,现不用),适量
苏合香丸,苏合香,适量
苏合香丸,冰片,适量
苏合香丸,乳香,适量
苏合香丸,(,半两)
苏合香丸,麝香,适量
苏合香丸,安息香,适量
苏合香丸,木香,适量
苏合香丸,香附,适量
苏合香丸,白檀香,适量
苏合香丸,丁香,适量
苏合香丸,沉香,适量
苏合香丸,荜茇,适量
苏合香丸,吃力伽,适量
苏合香丸,诃子皮,适量
苏合香丸,朱砂,一两
苏合香丸,(,30g)
苏合香丸,犀角,一两
苏合香丸,(水牛角浓缩粉代,适量
苏合香丸,g),适量
乌梅丸,乌梅三百枚,适量
乌梅丸,(,480g)
乌梅丸,细辛,六两
乌梅丸,(,180g)
乌梅丸,干姜,十两
乌梅丸,(,300g)
乌梅丸,黄连,十六两
乌梅丸,(,480g)
乌梅丸,当归,四两
乌梅丸,(,120g)
乌梅丸,附子,六两
乌梅丸,炮,适量
乌梅丸,(,180g)
乌梅丸,蜀椒,四两
乌梅丸,出汗,适量
乌梅丸,(,120g)
乌梅丸,桂枝,六两
乌梅丸,(,180g)人参六两
乌梅丸,(,180g)
乌梅丸,黄柏,六两
乌梅丸,(,180g)
瓜蒂散,瓜蒂熬黄,一分
瓜蒂散,(,3g)
瓜蒂散,赤小豆,一分
瓜蒂散,(,3g)
蒿芩清胆汤,】青蒿脑钱半至,二钱
蒿芩清胆汤,(,4.5~6g)
蒿芩清胆汤,淡竹茹,三钱
蒿芩清胆汤,(,9g)
蒿芩清胆汤,仙半夏钱半,适量
蒿芩清胆汤,(,4.5g)
蒿芩清胆汤,赤茯苓,三钱
蒿芩清胆汤,(,9g)
蒿芩清胆汤,青子芩钱半至,三钱
蒿芩清胆汤,(,4.5g~9g)
蒿芩清胆汤,生枳壳钱半,适量
蒿芩清胆汤,(,4.5g)
蒿芩清胆汤,陈广皮钱半,适量
蒿芩清胆汤,(,4.5g)
蒿芩清胆汤,碧玉散,适量
蒿芩清胆汤,包,适量
蒿芩清胆汤,三钱,适量
蒿芩清胆汤,(,9g)
达原饮,】槟榔（,6克）厚朴（3克）草果仁（1.5克）知母（3克）芍药（3克）黄芩（3克）甘草（1.5克）
痛泻要方,陈皮,45g
痛泻要方,白术,适量
痛泻要方,g,适量
痛泻要方,白芍,适量
痛泻要方,g,适量
痛泻要方,防风,30g
逍遥散,甘草半两（,15g）
逍遥散,当归（去苗,适量
逍遥散,锉,适量
逍遥散,各一两（,30g）
半夏泻心汤,半夏,15g
半夏泻心汤,黄芩,9g
半夏泻心汤,干姜,9g
半夏泻心汤,人参,9g
半夏泻心汤,甘草,9g
半夏泻心汤,黄连,3g
半夏泻心汤,大枣,4枚
大柴胡汤,柴胡,12g
大柴胡汤,黄芩,9g
大柴胡汤,芍药,9g
大柴胡汤,半夏,9g
大柴胡汤,枳实,9g
大柴胡汤,生姜,15g
大柴胡汤,大枣,4枚
大柴胡汤,大黄,6g
小建中汤,桂枝,三两
小建中汤,(,9g)
小建中汤,甘草,二两
小建中汤,(,6g)
小建中汤,大枣,十二枚
小建中汤,(,6枚)
小建中汤,芍药,六两
小建中汤,(,18g)
小建中汤,生姜,三两
小建中汤,(,9g)
小建中汤,胶饴一升,适量
小建中汤,(,30g)
回阳救急汤,熟附子,适量
回阳救急汤,(,9g)
回阳救急汤,干姜,适量
回阳救急汤,(,6g)人参(6g)
回阳救急汤,甘草,适量
回阳救急汤,(,6g)
回阳救急汤,白术,适量
回阳救急汤,(,9g)
回阳救急汤,肉桂,适量
回阳救急汤,(,3g)
回阳救急汤,陈皮,适量
回阳救急汤,(,6g)
回阳救急汤,五味子,适量
回阳救急汤,(,3g)
回阳救急汤,茯苓,适量
回阳救急汤,(,9g)
回阳救急汤,半夏制,适量
回阳救急汤,(,9g)
吴茱萸汤,吴茱萸,适量
吴茱萸汤,g,适量
吴茱萸汤,生姜,18g
吴茱萸汤,人参,9g
吴茱萸汤,大枣,十二枚
理中丸,人参,三两（9g）
理中丸,干姜,三两（9g）
理中丸,甘草,三两（9g）
理中丸,白术,三两（9g）
清燥救肺汤,桑叶(经霜者,适量
清燥救肺汤,去枝、梗,适量
清燥救肺汤,净叶),9g
清燥救肺汤,石膏,8g
清燥救肺汤,甘草、胡麻仁(,适量
清燥救肺汤,蜜涂,适量
清燥救肺汤,黄),3g
清燥救肺汤,麦门冬,4g
清燥救肺汤,人参、杏仁(泡,适量
清燥救肺汤,尖,适量
清燥救肺汤,黄),2g
增液汤,玄参一两（,30g）、麦冬（连心）八钱（24g）、细生地八钱（24g）
益胃汤,沙参,9g
益胃汤,麦冬,15g
益胃汤,冰糖,3g
益胃汤,细生地,15g
益胃汤,玉竹香,4.5g
杏苏散,苏叶,9g
杏苏散,半夏,9g
杏苏散,茯苓,9g
杏苏散,前胡,9g
杏苏散,杏仁,9g
杏苏散,苦桔梗,6g
杏苏散,枳壳,6g
杏苏散,橘皮,6g
杏苏散,甘草,3g
杏苏散,生姜,3片
杏苏散,大枣,3枚
桑杏汤,桑叶,一钱
桑杏汤,(,3g)
桑杏汤,杏仁,一钱五分
桑杏汤,(,4.5g)
桑杏汤,沙参,二钱
桑杏汤,(,6g)
桑杏汤,象贝,一钱
桑杏汤,(,3g)
桑杏汤,香豉,一钱
桑杏汤,(,3g)
桑杏汤,栀皮,一钱
桑杏汤,(,3g)
桑杏汤,梨皮,一钱
桑杏汤,(,3g)
百合固金汤,熟地,9g
百合固金汤,生地,9g
